dataset,seed,fold,method,pcc,rmse,mae,n_test,selected_alpha,inner_pcc
ERKAUC30,2,10,fixed_fusion,0.6663156530972625,0.7816550610160199,0.5195199078615051,1453,,
ERKAUC30,2,10,adaptive_fusion,0.6646406974668052,0.782645274043388,0.5214735227282058,1453,0.2,0.6151838891038202
ERKAUC30,3,1,imputer_only,0.674158416563038,0.7387986395764193,0.5192412054033689,1454,,
ERKAUC30,3,1,ridge_only,0.6912854211047981,0.7123107829831371,0.494597660601605,1454,,
ERKAUC30,3,1,fixed_fusion,0.6933564141004209,0.7120187496083331,0.4967999892846788,1454,,
ERKAUC30,3,1,adaptive_fusion,0.6954165032021353,0.7088193272697686,0.4932218434088053,1454,0.3,0.6190648858018782
ERKAUC30,3,2,imputer_only,0.6224263035131514,0.7576859711035078,0.5148320345362896,1454,,
ERKAUC30,3,2,ridge_only,0.6251326973760458,0.7407027060963667,0.4978372400008914,1454,,
ERKAUC30,3,2,fixed_fusion,0.6337640161496583,0.7370259039860414,0.4959952668257236,1454,,
ERKAUC30,3,2,adaptive_fusion,0.6330367592944168,0.7355425283424142,0.4936338086694029,1454,0.3,0.6206640616275698
ERKAUC30,3,3,imputer_only,0.6087241439058549,0.8456403840861368,0.5391120601031818,1454,,
ERKAUC30,3,3,ridge_only,0.6310792044867775,0.8125177732010797,0.5184169597836484,1454,,
ERKAUC30,3,3,fixed_fusion,0.6304867573176897,0.8156297537390726,0.5169385222943425,1454,,
ERKAUC30,3,3,adaptive_fusion,0.6336312578766985,0.811079841686481,0.5146925450712436,1454,0.3,0.6241920340293481
ERKAUC30,3,4,imputer_only,0.6765022643828587,0.7903537943578789,0.5453048840040156,1454,,
ERKAUC30,3,4,ridge_only,0.675687569218661,0.787487470474975,0.5267641369802727,1454,,
ERKAUC30,3,4,fixed_fusion,0.6870360802382345,0.7762312360350202,0.5275276179623261,1454,,
ERKAUC30,3,4,adaptive_fusion,0.6853253220144009,0.7776943326832567,0.5245770700279501,1454,0.3,0.6172771233316003
ERKAUC30,3,5,imputer_only,0.6707287437098165,0.732805001974089,0.5120244624192937,1454,,
ERKAUC30,3,5,ridge_only,0.6844773243533934,0.7113288743410017,0.4952968604150267,1454,,
ERKAUC30,3,5,fixed_fusion,0.6892478565342134,0.7080273088116221,0.4913095582267455,1454,,
ERKAUC30,3,5,adaptive_fusion,0.6904579591534153,0.7059254326919332,0.4896366456791757,1454,0.3,0.6105438101797759
ERKAUC30,3,6,imputer_only,0.6562536235851832,0.7607411221943766,0.5320747941348092,1454,,
ERKAUC30,3,6,ridge_only,0.6764080533768864,0.7241212255100233,0.4953670439917589,1454,,
ERKAUC30,3,6,fixed_fusion,0.6792724751085238,0.7248572380920526,0.5001812993191398,1454,,
ERKAUC30,3,6,adaptive_fusion,0.6818249114231085,0.720223799728272,0.4943750613097465,1454,0.3,0.6206739752579399
ERKAUC30,3,7,imputer_only,0.632495795266715,0.797183866501085,0.5368065622496292,1454,,
ERKAUC30,3,7,ridge_only,0.6575652262189179,0.7659168647142248,0.5139560347192148,1454,,
ERKAUC30,3,7,fixed_fusion,0.6575012608656479,0.7671879097734846,0.513757837431719,1454,,
ERKAUC30,3,7,adaptive_fusion,0.6610737525915362,0.7631518134924964,0.511128334868024,1454,0.3,0.6219698821101196
ERKAUC30,3,8,imputer_only,0.6211549650960779,0.8396010216872127,0.5453070186268624,1454,,
ERKAUC30,3,8,ridge_only,0.6306530639728327,0.8194642583461447,0.5265419141589913,1454,,
ERKAUC30,3,8,fixed_fusion,0.6353938259535534,0.817246801157418,0.5263537032787683,1454,,
ERKAUC30,3,8,adaptive_fusion,0.636017129376101,0.815146640942457,0.5237760844011439,1454,0.3,0.6219851641752465
ERKAUC30,3,9,imputer_only,0.7075280367812024,0.6856654614082531,0.4963874600437346,1453,,
ERKAUC30,3,9,ridge_only,0.7079450093202304,0.6827411448296589,0.489078469277364,1453,,
ERKAUC30,3,9,fixed_fusion,0.7192292833633451,0.6715457773974816,0.4834679185989052,1453,,
ERKAUC30,3,9,adaptive_fusion,0.7176945738693541,0.6729928758003799,0.4834676205245643,1453,0.3,0.6206633969858493
ERKAUC30,3,10,imputer_only,0.693757414058575,0.7209712790116489,0.524407428792176,1453,,
ERKAUC30,3,10,ridge_only,0.7059337490335981,0.6977606097138481,0.5060567257029157,1453,,
ERKAUC30,3,10,fixed_fusion,0.7111130558790054,0.6936899266507398,0.5045077311758308,1453,,
ERKAUC30,3,10,adaptive_fusion,0.7119731427496333,0.6914914410751841,0.5027869112135205,1453,0.3,0.6135026722507446
ERKAUC30,4,1,imputer_only,0.6407048957589246,0.7509251856733581,0.5130081776632195,1454,,
ERKAUC30,4,1,ridge_only,0.6343767890263724,0.7474587820483221,0.5100785979890281,1454,,
ERKAUC30,4,1,fixed_fusion,0.6485578158455977,0.736675254789817,0.502142455819959,1454,,
ERKAUC30,4,1,adaptive_fusion,0.6457616231975151,0.7379890392063265,0.5035663073447064,1454,0.3,0.6152711860326079
ERKAUC30,4,2,imputer_only,0.6322657860685369,0.7919874305023574,0.536854357397481,1454,,
ERKAUC30,4,2,ridge_only,0.6455845674690397,0.7613271017533335,0.5081139134042647,1454,,
ERKAUC30,4,2,fixed_fusion,0.6517680770209512,0.759275291070171,0.5099542421174135,1454,,
ERKAUC30,4,2,adaptive_fusion,0.6528481260764349,0.7558327514111106,0.5061260402667627,1454,0.3,0.6209929998850967
ERKAUC30,4,3,imputer_only,0.6558838993633762,0.7884427552065678,0.5358829221714653,1454,,
ERKAUC30,4,3,ridge_only,0.6762503859964972,0.7618800697275839,0.5209480362009319,1454,,
ERKAUC30,4,3,fixed_fusion,0.6767922222449866,0.7622608570970033,0.5180151207317641,1454,,
ERKAUC30,4,3,adaptive_fusion,0.6794180518700381,0.7589512920522677,0.5169021828150867,1454,0.3,0.5963137041439402
ERKAUC30,4,4,imputer_only,0.6775791250963923,0.7952754790071966,0.5423751963328755,1454,,
ERKAUC30,4,4,ridge_only,0.6649137132521796,0.8043354451962725,0.5346605947175213,1454,,
ERKAUC30,4,4,fixed_fusion,0.6832136065618083,0.786108999382016,0.5286375134939935,1454,,
ERKAUC30,4,4,adaptive_fusion,0.678959205304961,0.7901547658153697,0.5282592504276309,1454,0.3,0.6110322932384062
ERKAUC30,4,5,imputer_only,0.6383677662142957,0.7033193659072705,0.503078682035236,1454,,
ERKAUC30,4,5,ridge_only,0.6684022340751984,0.66270237604073,0.4743277649725038,1454,,
ERKAUC30,4,5,fixed_fusion,0.6653604748261427,0.6681400710045051,0.4759581485289844,1454,,
ERKAUC30,4,5,adaptive_fusion,0.6698557009309564,0.6622652331380237,0.4718940630126002,1454,0.3,0.6201502003314531
ERKAUC30,4,6,imputer_only,0.6808617961712039,0.7305412302784386,0.5096325540685824,1454,,
ERKAUC30,4,6,ridge_only,0.6919370235580592,0.7157768716778008,0.4955875148101257,1454,,
ERKAUC30,4,6,fixed_fusion,0.6959484345628449,0.712401012688143,0.4936439403908601,1454,,
ERKAUC30,4,6,adaptive_fusion,0.6968325126525496,0.711142841338746,0.4928433710841803,1454,0.3,0.6235292381851152
ERKAUC30,4,7,imputer_only,0.6709064662089526,0.8112898753499693,0.5401236582024598,1454,,
ERKAUC30,4,7,ridge_only,0.6792401348298959,0.7990135212408351,0.5265687351577667,1454,,
ERKAUC30,4,7,fixed_fusion,0.685576860871881,0.7928273922132882,0.5223241806103294,1454,,
ERKAUC30,4,7,adaptive_fusion,0.6858122222505115,0.7923248133844316,0.5208464080863023,1454,0.3,0.613078962856481
ERKAUC30,4,8,imputer_only,0.614873851357683,0.7834252735105147,0.5141627908832195,1454,,
ERKAUC30,4,8,ridge_only,0.6638543482102842,0.7237068192517732,0.4817724892924597,1454,,
ERKAUC30,4,8,fixed_fusion,0.6495998798798368,0.7400313566770695,0.4882373412507935,1454,,
ERKAUC30,4,8,adaptive_fusion,0.6544051862013504,0.7345000560888237,0.485301945419805,1454,0.4,0.6264452745608577
ERKAUC30,4,9,imputer_only,0.662795833329747,0.7635294782221206,0.5080826043642298,1453,,
ERKAUC30,4,9,ridge_only,0.6776056482955711,0.7408875381733405,0.498287149229717,1453,,
ERKAUC30,4,9,fixed_fusion,0.6808651951578241,0.7388600248622093,0.4926764753211933,1453,,
ERKAUC30,4,9,adaptive_fusion,0.6823532732077281,0.7364147062060564,0.4925185735611448,1453,0.3,0.6142360023943603
ERKAUC30,4,10,imputer_only,0.647496126570443,0.7726111719211822,0.5450024489008585,1453,,
ERKAUC30,4,10,ridge_only,0.6548297426659808,0.7580852768709971,0.5296431732418801,1453,,
ERKAUC30,4,10,fixed_fusion,0.6625601044292835,0.7522364634745331,0.5283816909817793,1453,,
ERKAUC30,4,10,adaptive_fusion,0.662547616844122,0.7514019568667342,0.5264310657425866,1453,0.3,0.6232408832997604
ERKAUC30,5,1,imputer_only,0.6367402591850188,0.8010624303737746,0.5275084037611795,1454,,
ERKAUC30,5,1,ridge_only,0.6550633528815862,0.7763605981670074,0.5087930563419107,1454,,
ERKAUC30,5,1,fixed_fusion,0.6574807574454301,0.7750877324992701,0.5063926826468256,1454,,
ERKAUC30,5,1,adaptive_fusion,0.6591319353226173,0.7725257871305757,0.5050958508687957,1454,0.2,0.6072120027609643
ERKAUC30,5,2,imputer_only,0.6549838977274207,0.7342699710130067,0.5272268720933648,1454,,
ERKAUC30,5,2,ridge_only,0.6701410483053791,0.706372357479173,0.4911978016684726,1454,,
ERKAUC30,5,2,fixed_fusion,0.6740260125798814,0.7057450354522609,0.496873049493381,1454,,
ERKAUC30,5,2,adaptive_fusion,0.6756752827927891,0.702420768040255,0.4913940693279731,1454,0.3,0.6162096688178508
ERKAUC30,5,3,imputer_only,0.6355289962665118,0.7355081255919446,0.5066707065589009,1454,,
ERKAUC30,5,3,ridge_only,0.6444967148275071,0.7215997599627312,0.4904688475967386,1454,,
ERKAUC30,5,3,fixed_fusion,0.6504378700856441,0.7170391287890773,0.4905091030648083,1454,,
ERKAUC30,5,3,adaptive_fusion,0.6507377364503815,0.7160746956569772,0.4878870309218431,1454,0.3,0.6225318118641916
ERKAUC30,5,4,imputer_only,0.6451101629574367,0.7811832372295263,0.5252802981822505,1454,,
ERKAUC30,5,4,ridge_only,0.661979202539441,0.7588475337830883,0.5104769008813257,1454,,
ERKAUC30,5,4,fixed_fusion,0.6665451756836805,0.7552462184544774,0.503850472598483,1454,,
ERKAUC30,5,4,adaptive_fusion,0.6681536646981739,0.7530880203883907,0.5031874684570165,1454,0.3,0.6198194149706407
ERKAUC30,5,5,imputer_only,0.6811174450040666,0.772623968603295,0.5084121034265575,1454,,
ERKAUC30,5,5,ridge_only,0.6788793714426552,0.7730984750344027,0.5121561766105213,1454,,
ERKAUC30,5,5,fixed_fusion,0.6902029474044694,0.761703357469147,0.4993489032696601,1454,,
ERKAUC30,5,5,adaptive_fusion,0.6883091433908424,0.7635956381414498,0.5016124355255247,1454,0.3,0.610317770555957
ERKAUC30,5,6,imputer_only,0.6835388284166988,0.7712555769595529,0.5418414634546669,1454,,
ERKAUC30,5,6,ridge_only,0.6960909530363398,0.7507065415097607,0.528145034078621,1454,,
ERKAUC30,5,6,fixed_fusion,0.6987804463864065,0.7492083333660812,0.5269342326958093,1454,,
ERKAUC30,5,6,adaptive_fusion,0.7000840815375297,0.7469402205437433,0.525248281366057,1454,0.3,0.6021577707922174
ERKAUC30,5,7,imputer_only,0.6595792001262514,0.7538456562878231,0.5224048565026562,1454,,
ERKAUC30,5,7,ridge_only,0.6871986499316308,0.7133224717171122,0.498988748913659,1454,,
ERKAUC30,5,7,fixed_fusion,0.683415932159615,0.719987973001945,0.5011853747764164,1454,,
ERKAUC30,5,7,adaptive_fusion,0.6877722463291438,0.7139464724515788,0.4979249432335826,1454,0.3,0.6161076860258909
ERKAUC30,5,8,imputer_only,0.6538913171714276,0.7673066915412291,0.5023996393392285,1454,,
ERKAUC30,5,8,ridge_only,0.6734825416342993,0.7450967813231735,0.4907385539844763,1454,,
ERKAUC30,5,8,fixed_fusion,0.6744249077179573,0.7445713004300566,0.4857023223545056,1454,,
ERKAUC30,5,8,adaptive_fusion,0.6768541776031071,0.7419439508931565,0.4849093336571313,1454,0.3,0.6148941107841692
ERKAUC30,5,9,imputer_only,0.6119823051327161,0.78956898260182,0.5519734859934137,1453,,
ERKAUC30,5,9,ridge_only,0.6401934651355887,0.73760034418929,0.5122750258316457,1453,,
ERKAUC30,5,9,fixed_fusion,0.6386654026688628,0.7456132152214193,0.5215798876037102,1453,,
ERKAUC30,5,9,adaptive_fusion,0.6430046900324605,0.7379117226001647,0.5151392950300455,1453,0.3,0.6251265711550589
ERKAUC30,5,10,imputer_only,0.6454643588110299,0.8048138174863346,0.5417932278753332,1453,,
ERKAUC30,5,10,ridge_only,0.6598624982808026,0.780514566540221,0.5217300013952244,1453,,
ERKAUC30,5,10,fixed_fusion,0.6634101970681806,0.7789551732168883,0.5206057431738211,1453,,
ERKAUC30,5,10,adaptive_fusion,0.6648817735098017,0.7762329419435038,0.5181216411460906,1453,0.3,0.6050846931105338
ERKAUC30,6,1,imputer_only,0.6862842105112666,0.7097281080011467,0.5024808817948221,1454,,
ERKAUC30,6,1,ridge_only,0.6945682465556765,0.6963053805103062,0.4887552229625761,1454,,
ERKAUC30,6,1,fixed_fusion,0.7010963423165247,0.6905237221100412,0.4839839644624725,1454,,
ERKAUC30,6,1,adaptive_fusion,0.7012554496743783,0.6898124245277598,0.4835886351984862,1454,0.3,0.6120808192572978
ERKAUC30,6,2,imputer_only,0.6809901109425441,0.7070545727712895,0.50458172950848,1454,,
ERKAUC30,6,2,ridge_only,0.6762698000578582,0.7054026910891988,0.4927482292572266,1454,,
ERKAUC30,6,2,fixed_fusion,0.6911522176353168,0.6921946938309829,0.4877582697293153,1454,,
ERKAUC30,6,2,adaptive_fusion,0.6884833166640301,0.6941232050592028,0.4870481182617488,1454,0.3,0.6151653429392225
ERKAUC30,6,3,imputer_only,0.6383576633658127,0.7882684108022968,0.5217273687019699,1454,,
ERKAUC30,6,3,ridge_only,0.6409831966101748,0.7710210619728253,0.5051675125977513,1454,,
ERKAUC30,6,3,fixed_fusion,0.6503389137393872,0.7658037877363651,0.5025299826664613,1454,,
ERKAUC30,6,3,adaptive_fusion,0.6495269566969583,0.7645332539964272,0.5008088157878468,1454,0.3,0.6210010731767347
ERKAUC30,6,4,imputer_only,0.7186611459966806,0.7282575755807238,0.5172715851974781,1454,,
ERKAUC30,6,4,ridge_only,0.704540336152586,0.7407878572924906,0.5159972912664436,1454,,
ERKAUC30,6,4,fixed_fusion,0.7235657766241158,0.7205177869130073,0.5059829610200539,1454,,
ERKAUC30,6,4,adaptive_fusion,0.7190618121509228,0.7253234523437851,0.5077433442543043,1454,0.3,0.6117964258098916
ERKAUC30,6,5,imputer_only,0.6844201286835851,0.7858665135864621,0.5329157474414817,1454,,
ERKAUC30,6,5,ridge_only,0.687315435652423,0.7790369297001803,0.5245825153900976,1454,,
ERKAUC30,6,5,fixed_fusion,0.6953606226491563,0.7710038897385664,0.5192377068266254,1454,,
ERKAUC30,6,5,adaptive_fusion,0.6946181831775575,0.7714640128513842,0.5187021773879783,1454,0.3,0.6136374363758207
ERKAUC30,6,6,imputer_only,0.6579011031739799,0.7286763961367252,0.5044626818261345,1454,,
ERKAUC30,6,6,ridge_only,0.6826030161228177,0.690778774958419,0.4844536735220096,1454,,
ERKAUC30,6,6,fixed_fusion,0.680905342915519,0.6955729835986787,0.4823771719399252,1454,,
ERKAUC30,6,6,adaptive_fusion,0.6845150747871914,0.6901471327390319,0.4801484475306128,1454,0.3,0.613342975239388
ERKAUC30,6,7,imputer_only,0.6361518118647925,0.8252521310534439,0.5440094567307059,1454,,
ERKAUC30,6,7,ridge_only,0.6655980051829551,0.7859554752420288,0.5228379302161894,1454,,
ERKAUC30,6,7,fixed_fusion,0.6638088829939107,0.7893323942618702,0.5241337586486516,1454,,
ERKAUC30,6,7,adaptive_fusion,0.6681345189320386,0.7839621658395619,0.5207886234553694,1454,0.3,0.6094700292788083
ERKAUC30,6,8,imputer_only,0.6482592471548566,0.734589537981152,0.5164119812323423,1454,,
ERKAUC30,6,8,ridge_only,0.657344001535206,0.718054229542771,0.4931112631248856,1454,,
ERKAUC30,6,8,fixed_fusion,0.6642867569190959,0.7134890862632648,0.4955484744917606,1454,,
ERKAUC30,6,8,adaptive_fusion,0.6646739318080015,0.712200759876552,0.4919067975324314,1454,0.3,0.6154783239847635
ERKAUC30,6,9,imputer_only,0.6014833344366238,0.8340670186411813,0.5390092530559812,1453,,
ERKAUC30,6,9,ridge_only,0.6218720752187279,0.8081701909193416,0.5220923618725899,1453,,
ERKAUC30,6,9,fixed_fusion,0.6215597924885327,0.8099439481128156,0.5203864861632498,1453,,
ERKAUC30,6,9,adaptive_fusion,0.6243724917072802,0.8065026522554625,0.5183557162808619,1453,0.3,0.6236500364345323
ERKAUC30,6,10,imputer_only,0.6323418869440159,0.7717845299155608,0.5131926998831441,1453,,
ERKAUC30,6,10,ridge_only,0.648229065150813,0.7489353769617298,0.5004759484650285,1453,,
ERKAUC30,6,10,fixed_fusion,0.650979058087652,0.7477999205431418,0.4976695571701264,1453,,
ERKAUC30,6,10,adaptive_fusion,0.6527004307186505,0.7451892230371124,0.4969061483163226,1453,0.3,0.6199845704022195
ERKAUC30,7,1,imputer_only,0.6446868834786728,0.7710004706728834,0.4928063159501304,1454,,
ERKAUC30,7,1,ridge_only,0.6601402998919583,0.7520688303366656,0.4836937896868498,1454,,
ERKAUC30,7,1,fixed_fusion,0.6635806881280479,0.7494856575443286,0.4777996222455515,1454,,
ERKAUC30,7,1,adaptive_fusion,0.6652204762272949,0.747588958020529,0.4776133490625709,1454,0.3,0.610658108620743
ERKAUC30,7,2,imputer_only,0.6791354938448737,0.7668206966264549,0.5390752991837574,1454,,
ERKAUC30,7,2,ridge_only,0.6785029971251204,0.7614720689650673,0.5236825257660809,1454,,
ERKAUC30,7,2,fixed_fusion,0.6889857732723348,0.7519127131210904,0.5219700327293596,1454,,
ERKAUC30,7,2,adaptive_fusion,0.6875087472312497,0.7527991328737071,0.5199888406345106,1454,0.3,0.6131931821789433
ERKAUC30,7,3,imputer_only,0.6497961446879118,0.7673715021554253,0.5304059654638312,1454,,
ERKAUC30,7,3,ridge_only,0.654588117861455,0.7560682938448768,0.524104370477014,1454,,
ERKAUC30,7,3,fixed_fusion,0.6621408142165353,0.7502401318528691,0.5166303865226678,1454,,
ERKAUC30,7,3,adaptive_fusion,0.6617525557703884,0.749798989695701,0.5173246457328027,1454,0.3,0.624618884303875
ERKAUC30,7,4,imputer_only,0.6500182293718892,0.7925463660758966,0.5413187620611292,1454,,
ERKAUC30,7,4,ridge_only,0.6772101107104264,0.746301123151191,0.514666554568085,1454,,
ERKAUC30,7,4,fixed_fusion,0.6740373246461967,0.7541246151393799,0.5141275200139804,1454,,
ERKAUC30,7,4,adaptive_fusion,0.6782405049869579,0.747185414141121,0.5105836966384537,1454,0.3,0.607600053660175
ERKAUC30,7,5,imputer_only,0.6185077432797327,0.7863323395634109,0.5366506704885978,1454,,
ERKAUC30,7,5,ridge_only,0.6386021953434676,0.7608680777766499,0.5094107401102415,1454,,
ERKAUC30,7,5,fixed_fusion,0.638815152392055,0.7621237023461493,0.5133415176705703,1454,,
ERKAUC30,7,5,adaptive_fusion,0.6415107788213438,0.7588140537271102,0.5093865763436297,1454,0.3,0.6273742115160709
ERKAUC30,7,6,imputer_only,0.6771959977064292,0.712980520232433,0.5024714839310236,1454,,
ERKAUC30,7,6,ridge_only,0.6621036624823192,0.7191986998591443,0.5024684411115379,1454,,
ERKAUC30,7,6,fixed_fusion,0.6807513859873824,0.7031568273095454,0.4943592531726833,1454,,
ERKAUC30,7,6,adaptive_fusion,0.6724720236575611,0.7097269882069271,0.497186587640215,1454,0.2,0.6121205786670831
ERKAUC30,7,7,imputer_only,0.5848327815303119,0.8385623096261138,0.5352235690586011,1454,,
ERKAUC30,7,7,ridge_only,0.5969489534442965,0.8209824601689202,0.5244956912591822,1454,,
ERKAUC30,7,7,fixed_fusion,0.6010353272078893,0.8185912905587853,0.5190229502139373,1454,,
ERKAUC30,7,7,adaptive_fusion,0.6020642788764411,0.8168341520667514,0.5185394155746614,1454,0.3,0.6326844798978084
ERKAUC30,7,8,imputer_only,0.6823379451690289,0.7601532466102655,0.5141829584897022,1454,,
ERKAUC30,7,8,ridge_only,0.6772516633280168,0.7606255637955096,0.5027512050557407,1454,,
ERKAUC30,7,8,fixed_fusion,0.6912576812696103,0.7470462077026655,0.4977365751736195,1454,,
ERKAUC30,7,8,adaptive_fusion,0.6886295085846031,0.7492929608303515,0.4973764402090964,1454,0.3,0.5968995092068428
ERKAUC30,7,9,imputer_only,0.6905991594359829,0.7033488716064391,0.5062575751785138,1453,,
ERKAUC30,7,9,ridge_only,0.6725344664687267,0.7148756995430544,0.5048564391643968,1453,,
ERKAUC30,7,9,fixed_fusion,0.6932952366612068,0.695880174320031,0.4957743262487841,1453,,
ERKAUC30,7,9,adaptive_fusion,0.6880129099967441,0.7003560672910586,0.4965904079826647,1453,0.3,0.6115766704810529
ERKAUC30,7,10,imputer_only,0.6759798127748471,0.7600471077251082,0.5429036787322339,1453,,
ERKAUC30,7,10,ridge_only,0.6877640420931861,0.7300831510740579,0.5148315831676897,1453,,
ERKAUC30,7,10,fixed_fusion,0.6964231248222927,0.7246340099952187,0.5127499163080602,1453,,
ERKAUC30,7,10,adaptive_fusion,0.6971424252987423,0.7218065790438453,0.5087831729924638,1453,0.3,0.602500096474276
ERKAUC30,8,1,imputer_only,0.6735087163212743,0.7208024582096441,0.5132773220101935,1454,,
ERKAUC30,8,1,ridge_only,0.6882998029833839,0.6948359740450922,0.4929856239906749,1454,,
ERKAUC30,8,1,fixed_fusion,0.6914320709926868,0.6942343960417469,0.4928932151216898,1454,,
ERKAUC30,8,1,adaptive_fusion,0.6930432683112164,0.6911468724083272,0.4902304308335239,1454,0.3,0.6037885519232462
ERKAUC30,8,2,imputer_only,0.6506166200058504,0.7616163357300243,0.5342607993982521,1454,,
ERKAUC30,8,2,ridge_only,0.6470648271991842,0.7501674778063158,0.5209458850392931,1454,,
ERKAUC30,8,2,fixed_fusion,0.6608555898679072,0.7406311729689271,0.5149864566946281,1454,,
ERKAUC30,8,2,adaptive_fusion,0.6586269028841547,0.7407646226837594,0.5139855321430992,1454,0.3,0.6132668524976397
ERKAUC30,8,3,imputer_only,0.6419791712106373,0.7678196048687026,0.5210253424726556,1454,,
ERKAUC30,8,3,ridge_only,0.6433111781381191,0.7581804830795542,0.5049959910183455,1454,,
ERKAUC30,8,3,fixed_fusion,0.6545290984813822,0.7483627077074793,0.5024635417120992,1454,,
ERKAUC30,8,3,adaptive_fusion,0.6530980441326022,0.7487644310270044,0.5007982366535242,1454,0.3,0.6162035498291327
ERKAUC30,8,4,imputer_only,0.6364627807653304,0.7921701197256391,0.5370275616560383,1454,,
ERKAUC30,8,4,ridge_only,0.6502271235500617,0.7681008144721796,0.5190690832494478,1454,,
ERKAUC30,8,4,fixed_fusion,0.6569882008493816,0.7633964376768787,0.5185276187075692,1454,,
ERKAUC30,8,4,adaptive_fusion,0.6579738603812209,0.7611966393714217,0.5163844424600382,1454,0.3,0.6163943665630222
ERKAUC30,8,5,imputer_only,0.6391314110315688,0.8101467679636916,0.5341073054232778,1454,,
ERKAUC30,8,5,ridge_only,0.6448411732423113,0.8005277416378112,0.5238872324299878,1454,,
ERKAUC30,8,5,fixed_fusion,0.6521673267905466,0.7936147140575011,0.5174981441578259,1454,,
ERKAUC30,8,5,adaptive_fusion,0.6518129183054189,0.7935542828015343,0.5173487218979655,1454,0.3,0.6168882888974901
ERKAUC30,8,6,imputer_only,0.6500165236414394,0.8038686038106801,0.5387194845775793,1454,,
ERKAUC30,8,6,ridge_only,0.6576919488605081,0.7921952115890607,0.5176826573438664,1454,,
ERKAUC30,8,6,fixed_fusion,0.6668451168726214,0.7837921619935896,0.5170947109338503,1454,,
ERKAUC30,8,6,adaptive_fusion,0.6667784853929553,0.7837175963842768,0.5141027546402879,1454,0.3,0.6108548341719746
ERKAUC30,8,7,imputer_only,0.6540370862770775,0.7763465050776784,0.5143922776754202,1454,,
ERKAUC30,8,7,ridge_only,0.6517772168185612,0.7768244110452134,0.5106413698005952,1454,,
ERKAUC30,8,7,fixed_fusion,0.66401422238341,0.765612929405056,0.5021227690479475,1454,,
ERKAUC30,8,7,adaptive_fusion,0.6618974470868075,0.7674758045454736,0.5026416201518363,1454,0.3,0.6193225147595056
ERKAUC30,8,8,imputer_only,0.6814630753774992,0.7171421942862279,0.5103285148320131,1454,,
ERKAUC30,8,8,ridge_only,0.6992969379030596,0.6936986082368166,0.4926524128518125,1454,,
ERKAUC30,8,8,fixed_fusion,0.7020237209384935,0.6916845107181698,0.4918749940170903,1454,,
ERKAUC30,8,8,adaptive_fusion,0.7041051995173504,0.689133435553979,0.4895848868600371,1454,0.3,0.6123618055747386
ERKAUC30,8,9,imputer_only,0.6456343581215388,0.7886959747831067,0.5269867915576657,1453,,
ERKAUC30,8,9,ridge_only,0.6624950447394332,0.7596263291220321,0.5099264564205259,1453,,
ERKAUC30,8,9,fixed_fusion,0.6637004094942782,0.7612584409203692,0.5083643942362297,1453,,
ERKAUC30,8,9,adaptive_fusion,0.6658160548093737,0.7574405263811004,0.5066260562180743,1453,0.3,0.623326674161649
ERKAUC30,8,10,imputer_only,0.6364849423421658,0.7811500362293411,0.5334207525468241,1453,,
ERKAUC30,8,10,ridge_only,0.6575875899942291,0.7445452010416374,0.5089869879317391,1453,,
ERKAUC30,8,10,fixed_fusion,0.6582967443902195,0.7477552895900724,0.5103121118328239,1453,,
ERKAUC30,8,10,adaptive_fusion,0.6612212984567697,0.7427447518380246,0.5068910694375848,1453,0.3,0.623029280860085
ERKAUC30,9,1,imputer_only,0.6675622328419772,0.74744039075495,0.5201038061915382,1454,,
ERKAUC30,9,1,ridge_only,0.6597694265120374,0.744211221710282,0.5116361501927157,1454,,
ERKAUC30,9,1,fixed_fusion,0.6735667438937006,0.7333895620868597,0.5058681129936614,1454,,
ERKAUC30,9,1,adaptive_fusion,0.670681328261051,0.7347384877735862,0.5054844478855023,1454,0.3,0.6236092230416818
ERKAUC30,9,2,imputer_only,0.6052658354005475,0.8251911717712067,0.540215612823663,1454,,
ERKAUC30,9,2,ridge_only,0.6525674445686795,0.7665142702960539,0.4989300487127297,1454,,
ERKAUC30,9,2,fixed_fusion,0.6403976007055007,0.780705509238931,0.5078409727232209,1454,,
ERKAUC30,9,2,adaptive_fusion,0.6486897477526342,0.7712200817332773,0.5015861737535289,1454,0.3,0.6179050244562017
ERKAUC30,9,3,imputer_only,0.649670797926092,0.759755770703098,0.5102521277858989,1454,,
ERKAUC30,9,3,ridge_only,0.6738009176057423,0.7255545566312296,0.4936459572042836,1454,,
ERKAUC30,9,3,fixed_fusion,0.6730558740365059,0.728311157383037,0.4882859952234681,1454,,
ERKAUC30,9,3,adaptive_fusion,0.676429191033878,0.7236711789438501,0.487253323285557,1454,0.3,0.610078265824432
ERKAUC30,9,4,imputer_only,0.6622463436982315,0.7346292660733375,0.5210179323917803,1454,,
ERKAUC30,9,4,ridge_only,0.6706870943036589,0.7181904242552384,0.5092751961852763,1454,,
ERKAUC30,9,4,fixed_fusion,0.67914915852537,0.7112538065447567,0.5051007216251112,1454,,
ERKAUC30,9,4,adaptive_fusion,0.6790985058594662,0.7103538123540843,0.5043817539623714,1454,0.3,0.6091929656389012
ERKAUC30,9,5,imputer_only,0.6719383197597308,0.781565543715479,0.5295182693435669,1454,,
ERKAUC30,9,5,ridge_only,0.6884295308553574,0.7493340227571644,0.5068561442141144,1454,,
