dataset,seed,fold,alpha,mean_pcc,mean_rmse,mean_mae,selected
CCLE,2,3,0.2,0.6973738425942105,0.7219799440055391,0.5305975860004689,False
CCLE,2,3,0.3,0.698140409029639,0.7214681160383665,0.5303982592629876,True
CCLE,2,3,0.4,0.6977223334782792,0.7223466710707388,0.5314741039834399,False
CCLE,2,3,0.5,0.6961695097055747,0.7246103557284538,0.5337560951284597,False
CCLE,2,3,0.6000000000000001,0.6935460591398616,0.728245924134582,0.5371675389471842,False
CCLE,2,3,0.7000000000000001,0.6899275741297191,0.7332325255865164,0.5417523827505235,False
CCLE,2,3,0.8,0.685398177266894,0.7395422952070094,0.5474329056133254,False
CCLE,2,3,0.9,0.6800475840785608,0.747141109334435,0.5540697105649612,False
CCLE,2,3,1.0,0.6739683278756168,0.7559894597778426,0.5616424922159212,False
CCLE,2,4,0.0,0.6982426898283383,0.7152973006397525,0.527731110493613,False
CCLE,2,4,0.1,0.7013083050104709,0.712267578803231,0.5251824989903221,False
CCLE,2,4,0.2,0.7032155298980584,0.7105093334071728,0.5236104138160501,False
CCLE,2,4,0.3,0.7039863073517931,0.7100314328000326,0.523149020206653,True
CCLE,2,4,0.4,0.7036579534511631,0.7108358006762587,0.5237568781628652,False
CCLE,2,4,0.5,0.7022813538200212,0.7129173815650314,0.5255214236262715,False
CCLE,2,4,0.6000000000000001,0.6999187739497363,0.7162642962773711,0.5284131793836383,False
CCLE,2,4,0.7000000000000001,0.6966414398228017,0.7208581764098725,0.5324003182076503,False
CCLE,2,4,0.8,0.6925270428263958,0.7266746563405502,0.5374233061175098,False
CCLE,2,4,0.9,0.6876573068566947,0.7336839929312258,0.5432545363393528,False
CCLE,2,4,1.0,0.6821157298383261,0.7418517780488033,0.5500615307950223,False
CCLE,2,5,0.0,0.6855483062524036,0.7315703251591348,0.537977233876826,False
CCLE,2,5,0.1,0.6879834643891044,0.7290978549086375,0.535485551228035,False
CCLE,2,5,0.2,0.6894173286467866,0.7277401236554504,0.5338698615290283,False
CCLE,2,5,0.3,0.6898578344731099,0.7275035728939394,0.5332191603876156,True
CCLE,2,5,0.4,0.6893254829713621,0.7283894236818134,0.5335146773830901,False
CCLE,2,5,0.5,0.687852418426752,0.7303936438260685,0.5347736314516175,False
