dataset,seed,quartile,method,pcc,rmse,mae,mean_disagreement,n_test
CCLE,6,3,ridge_only,0.7148783230679138,0.6892622401934497,0.4986023627156203,0.1346011646913404,2840
CCLE,6,3,fixed_fusion,0.7179364167948873,0.6857917761937711,0.49399495035457885,0.1346011646913404,2840
CCLE,6,4,imputer_only,0.7405957099762316,0.7736593047612979,0.5535599282932567,0.28382065856311156,2840
CCLE,6,4,ridge_only,0.7307836131592128,0.786034503944956,0.5675998279459723,0.28382065856311156,2840
CCLE,6,4,fixed_fusion,0.7472441918334591,0.7648231448566166,0.5456714239446664,0.28382065856311156,2840
CCLE,7,1,imputer_only,0.728853149535561,0.6361867993596191,0.4724208790396031,0.022459130152292603,2840
CCLE,7,1,ridge_only,0.7283153779687283,0.6367218194571149,0.47336473629311254,0.022459130152292603,2840
CCLE,7,1,fixed_fusion,0.7287160944477403,0.6363209354615085,0.4727693557123056,0.022459130152292603,2840
CCLE,7,2,imputer_only,0.6957740951591661,0.66950684982732,0.487174272263553,0.07089538697774758,2840
CCLE,7,2,ridge_only,0.6977087379733893,0.6678225034226943,0.4867877332279483,0.07089538697774758,2840
CCLE,7,2,fixed_fusion,0.6977057566282462,0.6676835368666614,0.4859866024495691,0.07089538697774758,2840
CCLE,7,3,imputer_only,0.7316001041510222,0.6864313180839432,0.4984249250620028,0.13398542581404835,2840
CCLE,7,3,ridge_only,0.7325931230140439,0.6855600689575202,0.49983186761401416,0.13398542581404835,2840
CCLE,7,3,fixed_fusion,0.734990798556172,0.6826261818646742,0.495600998813789,0.13398542581404835,2840
CCLE,7,4,imputer_only,0.7368349637160243,0.7503946511293237,0.546820325838478,0.2872905090670954,2840
CCLE,7,4,ridge_only,0.730002753809491,0.7592816912974676,0.5588747476615104,0.2872905090670954,2840
CCLE,7,4,fixed_fusion,0.745032058801124,0.7387861479904008,0.5373156246326404,0.2872905090670954,2840
CCLE,8,1,imputer_only,0.720588808316822,0.6352117585864543,0.47402874867100403,0.02264674364205476,2840
CCLE,8,1,ridge_only,0.7207000318007711,0.6351631264206168,0.4741355064149899,0.02264674364205476,2840
