dataset,seed,quartile,method,pcc,rmse,mae,mean_disagreement,n_test
ERKIC50,0,2,fixed_fusion,0.6465274307449529,0.7322129871070564,0.5631864328153876,0.08556242972275648,3861
ERKIC50,0,3,imputer_only,0.6412527556279437,0.7465388104559547,0.5740328626128813,0.16391225830125736,3861
ERKIC50,0,3,ridge_only,0.6433584095507443,0.7449911982569296,0.5717817491932358,0.16391225830125736,3861
ERKIC50,0,3,fixed_fusion,0.6469393851778301,0.7411060639701503,0.5689904246991413,0.16391225830125736,3861
ERKIC50,0,4,imputer_only,0.6014423474294557,0.9101206196595685,0.6745136050202024,0.36910832315596503,3860
ERKIC50,0,4,ridge_only,0.6059474453948379,0.8925304838314333,0.6621795746269692,0.36910832315596503,3860
ERKIC50,0,4,fixed_fusion,0.621250926431,0.8786962719430935,0.649092844488942,0.36910832315596503,3860
ERKIC50,1,1,imputer_only,0.6543287405137231,0.6954576272933282,0.5302356728658645,0.026834918561636847,3861
ERKIC50,1,1,ridge_only,0.654248002643235,0.6954967091341265,0.530031204818554,0.026834918561636847,3861
ERKIC50,1,1,fixed_fusion,0.6544646040705009,0.6953048288024865,0.5299792780312154,0.026834918561636847,3861
ERKIC50,1,2,imputer_only,0.6530385473701228,0.7582583582861993,0.5644232649341654,0.08472284741532776,3861
ERKIC50,1,2,ridge_only,0.6509990478967567,0.7600016756833559,0.5661161024134526,0.08472284741532776,3861
ERKIC50,1,2,fixed_fusion,0.653305832175637,0.7578910159527317,0.5640312200009329,0.08472284741532776,3861
ERKIC50,1,3,imputer_only,0.6363575983593939,0.7630481235032799,0.582004577648501,0.16336121904895065,3861
ERKIC50,1,3,ridge_only,0.6337841684975051,0.7659300573070592,0.5845926276355174,0.16336121904895065,3861
ERKIC50,1,3,fixed_fusion,0.6395252360222173,0.7599818288591863,0.5794751651156452,0.16336121904895065,3861
ERKIC50,1,4,imputer_only,0.6198858833991292,0.8703742534495941,0.6585584950570238,0.3650653803067214,3860
ERKIC50,1,4,ridge_only,0.6281605877874537,0.8514215383564434,0.6476107909113418,0.3650653803067214,3860
ERKIC50,1,4,fixed_fusion,0.6426504284074714,0.8375132275385021,0.6324129439304915,0.3650653803067214,3860
ERKIC50,2,1,imputer_only,0.65306526683069,0.704152908689847,0.5379026808440419,0.028035993740694418,3861
ERKIC50,2,1,ridge_only,0.6534051195446055,0.7038588209876306,0.5377005627306081,0.028035993740694418,3861
ERKIC50,2,1,fixed_fusion,0.6534307844868567,0.7038200797499317,0.5376383614199179,0.028035993740694418,3861
ERKIC50,2,2,imputer_only,0.6678380810561606,0.7196973508146391,0.5588583209825247,0.08618705944694594,3861
ERKIC50,2,2,ridge_only,0.6682658092808844,0.7193753157956874,0.5597664956367621,0.08618705944694594,3861
ERKIC50,2,2,fixed_fusion,0.6694342150432306,0.7181875319635417,0.5582630951965768,0.08618705944694594,3861
ERKIC50,2,3,imputer_only,0.6268611942210581,0.76688361189163,0.577574411361765,0.16383053872570766,3861
ERKIC50,2,3,ridge_only,0.6301595373477639,0.7639105633312692,0.5768834184924421,0.16383053872570766,3861
ERKIC50,2,3,fixed_fusion,0.6330459323891542,0.7608724385215865,0.5734785863833965,0.16383053872570766,3861
ERKIC50,2,4,imputer_only,0.6215761961563111,0.8881322035322954,0.6680389378541606,0.36651259009349957,3860
ERKIC50,2,4,ridge_only,0.6242520461849996,0.8735348515120532,0.6562012849890464,0.36651259009349957,3860
ERKIC50,2,4,fixed_fusion,0.6411092894445903,0.8578907813098703,0.6429958183075556,0.36651259009349957,3860
ERKIC50,3,1,imputer_only,0.6539992310020296,0.7221725363154717,0.550584179698075,0.028189476446519472,3861
ERKIC50,3,1,ridge_only,0.6541041384801224,0.7220502762777593,0.550358770749063,0.028189476446519472,3861
ERKIC50,3,1,fixed_fusion,0.6542380559650071,0.7219286532364982,0.5503280571269934,0.028189476446519472,3861
ERKIC50,3,2,imputer_only,0.6619300583542471,0.7009760805497709,0.5441374858491451,0.0859911093406082,3861
ERKIC50,3,2,ridge_only,0.6610455449676753,0.7019697834846297,0.5464456081203591,0.0859911093406082,3861
ERKIC50,3,2,fixed_fusion,0.6629155781861816,0.7000956215149651,0.5442500958450645,0.0859911093406082,3861
ERKIC50,3,3,imputer_only,0.6590716783434096,0.7336493711888105,0.567040784344836,0.16465506886224446,3861
ERKIC50,3,3,ridge_only,0.659118153294588,0.7335378823312527,0.5658339558825224,0.16465506886224446,3861
ERKIC50,3,3,fixed_fusion,0.6637015204717359,0.7288071067459357,0.5620674304377091,0.16465506886224446,3861
ERKIC50,3,4,imputer_only,0.6104962765551266,0.9107533564607021,0.6648883970830951,0.3740785634248889,3860
ERKIC50,3,4,ridge_only,0.6200389967175194,0.8905832485062913,0.6521243804399304,0.3740785634248889,3860
ERKIC50,3,4,fixed_fusion,0.6338450940633283,0.8772187266878644,0.6380666007199961,0.3740785634248889,3860
ERKIC50,4,1,imputer_only,0.6501532327829481,0.7123351912535164,0.5456786527938675,0.02614842548969302,3861
ERKIC50,4,1,ridge_only,0.6504232896853666,0.7122183613279183,0.5461308081514324,0.02614842548969302,3861
ERKIC50,4,1,fixed_fusion,0.6504582996654062,0.7121147744926672,0.5457526094469641,0.02614842548969302,3861
ERKIC50,4,2,imputer_only,0.6623122555874982,0.7157862225430748,0.5523479169613066,0.08343661806397323,3861
ERKIC50,4,2,ridge_only,0.6593748942992145,0.7184722207434049,0.5547540127080675,0.08343661806397323,3861
ERKIC50,4,2,fixed_fusion,0.6621716155454922,0.7158599907422974,0.5524158022600651,0.08343661806397323,3861
ERKIC50,4,3,imputer_only,0.6641488800428759,0.7305605876687646,0.5573200871900802,0.1615236656039826,3861
ERKIC50,4,3,ridge_only,0.661747776276885,0.7326749829716126,0.5605418949634126,0.1615236656039826,3861
ERKIC50,4,3,fixed_fusion,0.6675185469524191,0.7270070012483785,0.5550230058148041,0.1615236656039826,3861
ERKIC50,4,4,imputer_only,0.6260139914247205,0.8875817210178867,0.6701129800140154,0.362751018076018,3860
ERKIC50,4,4,ridge_only,0.6294146371684163,0.874481760135762,0.6582291921245045,0.362751018076018,3860
ERKIC50,4,4,fixed_fusion,0.6456234269702125,0.8587072968985152,0.6443285019069559,0.362751018076018,3860
ERKIC50,5,1,imputer_only,0.6522003441017956,0.7233480837698494,0.5533834246432093,0.026546066248895803,3861
ERKIC50,5,1,ridge_only,0.6522157602379215,0.723352369609479,0.5531612160972377,0.026546066248895803,3861
ERKIC50,5,1,fixed_fusion,0.6523791482027941,0.7231865050547538,0.5531550463923653,0.026546066248895803,3861
ERKIC50,5,2,imputer_only,0.6550788031573991,0.7124904883066145,0.5545413086340266,0.0847095741655912,3861
ERKIC50,5,2,ridge_only,0.6538181404120122,0.7134304354701329,0.5538774615456197,0.0847095741655912,3861
ERKIC50,5,2,fixed_fusion,0.6557937923882359,0.7116460482533473,0.5530502735967967,0.0847095741655912,3861
ERKIC50,5,3,imputer_only,0.6537199769242096,0.758907128962991,0.5686186866609068,0.16054731941456543,3861
ERKIC50,5,3,ridge_only,0.6542398925752753,0.7583151099476382,0.5691864189493527,0.16054731941456543,3861
ERKIC50,5,3,fixed_fusion,0.6583641577305314,0.7542179860816638,0.5649661858030214,0.16054731941456543,3861
ERKIC50,5,4,imputer_only,0.6304586212592744,0.867110905095246,0.654803745924305,0.363654072836483,3860
ERKIC50,5,4,ridge_only,0.6322619905582358,0.8541356906222264,0.6405138017812575,0.363654072836483,3860
ERKIC50,5,4,fixed_fusion,0.6498521596637677,0.837294990691113,0.6284165774136874,0.363654072836483,3860
ERKIC50,6,1,imputer_only,0.64747527372679,0.7323463267251995,0.5563021784909669,0.026748222421697464,3861
ERKIC50,6,1,ridge_only,0.647513786446603,0.7323435135850338,0.5566850733945832,0.026748222421697464,3861
ERKIC50,6,1,fixed_fusion,0.6476589941597511,0.7321819766531615,0.556357019927923,0.026748222421697464,3861
ERKIC50,6,2,imputer_only,0.6486762455749636,0.7146230610933777,0.5495918339824821,0.0843388308480052,3861
ERKIC50,6,2,ridge_only,0.6479725204641147,0.7152975565371066,0.5511367414417009,0.0843388308480052,3861
ERKIC50,6,2,fixed_fusion,0.6497068654356262,0.7136572421015273,0.5493886014681987,0.0843388308480052,3861
ERKIC50,6,3,imputer_only,0.6531202150741972,0.7492348918017138,0.5718522573784024,0.16371479440177508,3861
ERKIC50,6,3,ridge_only,0.6501153802820769,0.7520987408097195,0.5726973382431366,0.16371479440177508,3861
ERKIC50,6,3,fixed_fusion,0.6562273615575491,0.7460472868250428,0.5681704634349892,0.16371479440177508,3861
ERKIC50,6,4,imputer_only,0.6359025682508881,0.8700601922323323,0.6573386281540285,0.36947777191903247,3860
ERKIC50,6,4,ridge_only,0.6355164894459129,0.8575649678855948,0.6409240725430275,0.36947777191903247,3860
ERKIC50,6,4,fixed_fusion,0.6543373809012226,0.8401499710195705,0.6289006143638002,0.36947777191903247,3860
ERKIC50,7,1,imputer_only,0.654376858181703,0.7160853535958609,0.5450877919326194,0.027234204748355487,3861
ERKIC50,7,1,ridge_only,0.6542103181793872,0.7162035468196039,0.5450415495698236,0.027234204748355487,3861
ERKIC50,7,1,fixed_fusion,0.654473261282694,0.7159714836575702,0.5448779114997041,0.027234204748355487,3861
ERKIC50,7,2,imputer_only,0.6636541142214994,0.7113317679356598,0.5460180623060426,0.08651046581386389,3861
ERKIC50,7,2,ridge_only,0.6610301356065039,0.7137791634497442,0.5470462640385511,0.08651046581386389,3861
ERKIC50,7,2,fixed_fusion,0.6637296356223462,0.7111794522653206,0.5452428006837362,0.08651046581386389,3861
ERKIC50,7,3,imputer_only,0.6433283598244943,0.7639806133241678,0.5850356368201118,0.16554444785572625,3861
ERKIC50,7,3,ridge_only,0.6424417778626696,0.7645525828860585,0.5840297279202864,0.16554444785572625,3861
ERKIC50,7,3,fixed_fusion,0.6475655214975106,0.7596406267708995,0.5801905998898402,0.16554444785572625,3861
ERKIC50,7,4,imputer_only,0.6314345866691421,0.8672328754935844,0.6505135058044831,0.36838632061042453,3860
ERKIC50,7,4,ridge_only,0.6321506473684524,0.8562434260030652,0.641706781829938,0.36838632061042453,3860
ERKIC50,7,4,fixed_fusion,0.6508805654994608,0.8379740451511151,0.6267280489073085,0.36838632061042453,3860
ERKIC50,8,1,imputer_only,0.6518456579436757,0.716325066752736,0.5487000322677666,0.02662720811544616,3861
ERKIC50,8,1,ridge_only,0.6514908132361424,0.716682292059934,0.5491342823719139,0.02662720811544616,3861
ERKIC50,8,1,fixed_fusion,0.651840070353233,0.7163368692741465,0.5487704469036793,0.02662720811544616,3861
ERKIC50,8,2,imputer_only,0.6467888044006987,0.7355473203763883,0.5590215204646545,0.08511855258208131,3861
ERKIC50,8,2,ridge_only,0.6468446092042686,0.7356162901805844,0.5581588792480449,0.08511855258208131,3861
ERKIC50,8,2,fixed_fusion,0.6481568281214124,0.7342879090403752,0.5574780782640949,0.08511855258208131,3861
ERKIC50,8,3,imputer_only,0.6451346601303294,0.7725624228380734,0.5709434331576954,0.16562072973255992,3861
ERKIC50,8,3,ridge_only,0.6473551428341472,0.7707150946722305,0.5695612953479245,0.16562072973255992,3861
ERKIC50,8,3,fixed_fusion,0.6508601528357191,0.7670467674906417,0.565827674268869,0.16562072973255992,3861
ERKIC50,8,4,imputer_only,0.6151806303978943,0.873586237640657,0.6676261592593266,0.37012776061651237,3860
ERKIC50,8,4,ridge_only,0.6168726689925601,0.8569245439903413,0.6571328220848559,0.37012776061651237,3860
ERKIC50,8,4,fixed_fusion,0.6345367004067094,0.8411263764314495,0.6432793059010451,0.37012776061651237,3860
ERKIC50,9,1,imputer_only,0.6553033400670446,0.7246119068071968,0.5582103151628145,0.02687329264397245,3861
ERKIC50,9,1,ridge_only,0.6558391730980923,0.7241103028176843,0.5575991391734785,0.02687329264397245,3861
ERKIC50,9,1,fixed_fusion,0.6557492160873755,0.7241941971917154,0.5577577915452038,0.02687329264397245,3861
ERKIC50,9,2,imputer_only,0.6418925541831785,0.7205093431198636,0.555642922061261,0.0843814144978853,3861
ERKIC50,9,2,ridge_only,0.6394558917250586,0.7224836704664738,0.5576554265700807,0.0843814144978853,3861
ERKIC50,9,2,fixed_fusion,0.6419813840500347,0.7202041685371858,0.5555793088536077,0.0843814144978853,3861
ERKIC50,9,3,imputer_only,0.6380365990952747,0.7706546652404396,0.5741361325598382,0.16304191392561773,3861
ERKIC50,9,3,ridge_only,0.6376308273452884,0.7709075939297679,0.5729234146193776,0.16304191392561773,3861
ERKIC50,9,3,fixed_fusion,0.6423762538780792,0.7663184732292034,0.569609135466878,0.16304191392561773,3861
ERKIC50,9,4,imputer_only,0.6290412764764343,0.8683158159817427,0.6532560338430412,0.36974365684213456,3860
ERKIC50,9,4,ridge_only,0.6215811516620398,0.8655712875908467,0.6487148223590942,0.36974365684213456,3860
ERKIC50,9,4,fixed_fusion,0.6448942996924883,0.8427851343700533,0.6309083567890176,0.36974365684213456,3860
PI3KAUC,0,1,imputer_only,0.6061494497383982,0.7207023780522525,0.5161601422660409,0.029371252744749218,3333
PI3KAUC,0,1,ridge_only,0.6056811066583969,0.7210218223444756,0.5164698383545178,0.029371252744749218,3333
PI3KAUC,0,1,fixed_fusion,0.6061487550331361,0.7206623724096222,0.5161045812981958,0.029371252744749218,3333
PI3KAUC,0,2,imputer_only,0.6018613295353938,0.7380529449796019,0.5314181502616404,0.09264136134787104,3333
PI3KAUC,0,2,ridge_only,0.6007876800725759,0.7391468134810578,0.5307509871345661,0.09264136134787104,3333
PI3KAUC,0,2,fixed_fusion,0.6030279656792911,0.7370763592661721,0.5294213468789208,0.09264136134787104,3333
PI3KAUC,0,3,imputer_only,0.6195338898352472,0.7770503570429922,0.5460154042729634,0.17868729516810172,3333
PI3KAUC,0,3,ridge_only,0.6245736276863243,0.7723640056495564,0.5412522211202909,0.17868729516810172,3333
PI3KAUC,0,3,fixed_fusion,0.6278485309330054,0.7693711491603334,0.5380784703190952,0.17868729516810172,3333
PI3KAUC,0,4,imputer_only,0.5794291309265421,0.9878567221353053,0.6994000731157889,0.43699573305402495,3332
PI3KAUC,0,4,ridge_only,0.6058314403527874,0.9247814902112862,0.6399512882352067,0.43699573305402495,3332
PI3KAUC,0,4,fixed_fusion,0.6135231944837396,0.9236429544944498,0.640283356308818,0.43699573305402495,3332
PI3KAUC,1,1,imputer_only,0.5909861567217782,0.7408872879342324,0.5192128518695414,0.029165726811411302,3333
PI3KAUC,1,1,ridge_only,0.5899479073042101,0.7416662824755873,0.5193690148793451,0.029165726811411302,3333
PI3KAUC,1,1,fixed_fusion,0.5907037460477618,0.7410854687950816,0.5190230019142938,0.029165726811411302,3333
PI3KAUC,1,2,imputer_only,0.6302096830616563,0.7146614124878922,0.5269373262154844,0.09290331938901138,3333
PI3KAUC,1,2,ridge_only,0.6304334294625265,0.714410094290219,0.5274490012609044,0.09290331938901138,3333
PI3KAUC,1,2,fixed_fusion,0.6320383454589609,0.7129465149892418,0.5256337424384243,0.09290331938901138,3333
PI3KAUC,1,3,imputer_only,0.6187162139859184,0.7755656502208381,0.550519781477547,0.1825366108991237,3333
PI3KAUC,1,3,ridge_only,0.6251572708490234,0.7695358497363433,0.5459255581377788,0.1825366108991237,3333
PI3KAUC,1,3,fixed_fusion,0.6279688724415848,0.7669739486701024,0.5426687087112232,0.1825366108991237,3333
PI3KAUC,1,4,imputer_only,0.6021714919694033,0.9571320655738808,0.6857222845588118,0.43508016418552165,3332
PI3KAUC,1,4,ridge_only,0.6010671640402959,0.9270398099538517,0.6454890866036364,0.43508016418552165,3332
PI3KAUC,1,4,fixed_fusion,0.6241217841367565,0.9090283993770234,0.6375823390060548,0.43508016418552165,3332
PI3KAUC,2,1,imputer_only,0.6274809719268423,0.7029951042631936,0.507191573213204,0.029403846396148393,3333
PI3KAUC,2,1,ridge_only,0.626581301722675,0.7036622754240788,0.5075477003245452,0.029403846396148393,3333
PI3KAUC,2,1,fixed_fusion,0.6272801449816225,0.7031233150094608,0.5071337292839126,0.029403846396148393,3333
PI3KAUC,2,2,imputer_only,0.5922096777364784,0.7414604518155294,0.5293259450695812,0.0940118483442365,3333
PI3KAUC,2,2,ridge_only,0.5919221322660432,0.7414717650932752,0.5274436087601014,0.0940118483442365,3333
PI3KAUC,2,2,fixed_fusion,0.5938354954433793,0.739902886847436,0.5267671797078077,0.0940118483442365,3333
PI3KAUC,2,3,imputer_only,0.5908081195181546,0.8053341668584377,0.5605437244033269,0.18482016308298527,3333
PI3KAUC,2,3,ridge_only,0.5901811064937622,0.8048264127317529,0.5559852398957927,0.18482016308298527,3333
PI3KAUC,2,3,fixed_fusion,0.5963458027306828,0.7995788385182376,0.5519998515680631,0.18482016308298527,3333
PI3KAUC,2,4,imputer_only,0.5751688931747819,1.0014111324560708,0.7086046567548729,0.44537969215466705,3332
PI3KAUC,2,4,ridge_only,0.6054403339803321,0.9274235672438327,0.6521519886337265,0.44537969215466705,3332
PI3KAUC,2,4,fixed_fusion,0.6103127593222991,0.9309395931399685,0.6508810374817091,0.44537969215466705,3332
PI3KAUC,3,1,imputer_only,0.6281811050277284,0.7053271631718167,0.5124209176976129,0.02928822548926422,3333
PI3KAUC,3,1,ridge_only,0.6280470913596564,0.7054346484050036,0.5124165927744504,0.02928822548926422,3333
PI3KAUC,3,1,fixed_fusion,0.6283450841375322,0.7051759141834483,0.5122087444489445,0.02928822548926422,3333
PI3KAUC,3,2,imputer_only,0.6218662919705755,0.7111850761177017,0.513398573353925,0.09406644436247152,3333
PI3KAUC,3,2,ridge_only,0.6209278458274183,0.711951102236957,0.5133342902687356,0.09406644436247152,3333
PI3KAUC,3,2,fixed_fusion,0.6232530169016689,0.7099354780505406,0.511705911964838,0.09406644436247152,3333
PI3KAUC,3,3,imputer_only,0.6250531325105178,0.7682299545894495,0.5523415394933072,0.1827116112118297,3333
PI3KAUC,3,3,ridge_only,0.6237648069984072,0.7682741124017753,0.5533133175063414,0.1827116112118297,3333
PI3KAUC,3,3,fixed_fusion,0.6303547058613413,0.7626234479898341,0.5472496450025334,0.1827116112118297,3333
PI3KAUC,3,4,imputer_only,0.5516089164605754,1.0337041209246751,0.6995200431533425,0.4481867766397695,3332
PI3KAUC,3,4,ridge_only,0.5939564680479422,0.9486229780509396,0.6377080824244405,0.4481867766397695,3332
PI3KAUC,3,4,fixed_fusion,0.5942008035122558,0.9561295981631956,0.6366995353527265,0.4481867766397695,3332
PI3KAUC,4,1,imputer_only,0.614027450461117,0.6948619954895819,0.5034269945364385,0.029275767181595094,3333
PI3KAUC,4,1,ridge_only,0.6138714188656277,0.6949850112140565,0.5026708241157353,0.029275767181595094,3333
PI3KAUC,4,1,fixed_fusion,0.6141909885450096,0.694714668312709,0.502810448325284,0.029275767181595094,3333
PI3KAUC,4,2,imputer_only,0.6197583560113358,0.7187945225589847,0.5289999874767974,0.09477536751534661,3333
PI3KAUC,4,2,ridge_only,0.6203857130800866,0.7180385889452758,0.5280544260092072,0.09477536751534661,3333
PI3KAUC,4,2,fixed_fusion,0.6218455147017923,0.7167765119599983,0.5268684392216033,0.09477536751534661,3333
PI3KAUC,4,3,imputer_only,0.6003342818719827,0.8214850255728721,0.5667145826102927,0.1848230720387295,3333
PI3KAUC,4,3,ridge_only,0.6015443718305735,0.8200531654141754,0.5625323092471264,0.1848230720387295,3333
PI3KAUC,4,3,fixed_fusion,0.6068902211467398,0.8153831030490234,0.5581543131143192,0.1848230720387295,3333
PI3KAUC,4,4,imputer_only,0.5774979049995519,0.990312890384974,0.7000977117675472,0.44355761528485826,3332
PI3KAUC,4,4,ridge_only,0.6128719494646538,0.9143819588410304,0.6372502471023327,0.44355761528485826,3332
PI3KAUC,4,4,fixed_fusion,0.6154395149003831,0.919244756430045,0.6379943349893569,0.44355761528485826,3332
PI3KAUC,5,1,imputer_only,0.6364041648273818,0.713235163334915,0.5199821420320783,0.02946225578535964,3333
PI3KAUC,5,1,ridge_only,0.6360095908299491,0.7135166624009015,0.520464692400491,0.02946225578535964,3333
PI3KAUC,5,1,fixed_fusion,0.6364373511466201,0.7131734121651838,0.5200611646643759,0.02946225578535964,3333
PI3KAUC,5,2,imputer_only,0.6279449223479682,0.7040007077611271,0.514851439660376,0.09324892990929884,3333
PI3KAUC,5,2,ridge_only,0.6251178969490937,0.7062299878298969,0.5170916186220875,0.09324892990929884,3333
PI3KAUC,5,2,fixed_fusion,0.6283338457904598,0.7034963160286046,0.5146122970774479,0.09324892990929884,3333
PI3KAUC,5,3,imputer_only,0.5916818738698703,0.783609522236255,0.5484212062934761,0.1819644608405499,3333
PI3KAUC,5,3,ridge_only,0.5920401636126913,0.7820165084554471,0.5483412931839177,0.1819644608405499,3333
PI3KAUC,5,3,fixed_fusion,0.5978198930424499,0.7773373433617287,0.5422975679449983,0.1819644608405499,3333
PI3KAUC,5,4,imputer_only,0.5829017794407602,1.0002264684431765,0.7031585020379921,0.44429594748385143,3332
PI3KAUC,5,4,ridge_only,0.6007230889226929,0.9421228785744837,0.6512830666366952,0.44429594748385143,3332
PI3KAUC,5,4,fixed_fusion,0.6127916534738261,0.9374953249352747,0.6462796344299432,0.44429594748385143,3332
PI3KAUC,6,1,imputer_only,0.6337646250201758,0.6839053069137316,0.4997897112046543,0.028890853048325425,3333
PI3KAUC,6,1,ridge_only,0.6332921294992611,0.6842562695683125,0.49991555391985687,0.028890853048325425,3333
PI3KAUC,6,1,fixed_fusion,0.6337689377013989,0.6838750462379413,0.49969773617403124,0.028890853048325425,3333
PI3KAUC,6,2,imputer_only,0.5873262623313427,0.7637364915619752,0.5366425904642899,0.09356156150644722,3333
PI3KAUC,6,2,ridge_only,0.5899466765423361,0.761715110501554,0.5352711421234695,0.09356156150644722,3333
PI3KAUC,6,2,fixed_fusion,0.5903308822834238,0.7612194321031935,0.5344977928178553,0.09356156150644722,3333
PI3KAUC,6,3,imputer_only,0.6171347760378028,0.7651453222271053,0.5510288030741863,0.18584128710400216,3333
PI3KAUC,6,3,ridge_only,0.6188392456222789,0.7627359537927264,0.5484025653868347,0.18584128710400216,3333
PI3KAUC,6,3,fixed_fusion,0.6241823303444438,0.7580689018118253,0.5432401855136464,0.18584128710400216,3333
PI3KAUC,6,4,imputer_only,0.5737385752022744,1.0080974696913343,0.7109758745463987,0.4492912745350046,3332
PI3KAUC,6,4,ridge_only,0.5888530961349785,0.9554230686946364,0.6620194181936726,0.4492912745350046,3332
PI3KAUC,6,4,fixed_fusion,0.6029532720718517,0.9480582204296337,0.6560315165127895,0.4492912745350046,3332
PI3KAUC,7,1,imputer_only,0.6088060604687009,0.7076705650032672,0.5080000819664253,0.02962527279299174,3333
PI3KAUC,7,1,ridge_only,0.6084923346500843,0.7079135037919927,0.5078970450562192,0.02962527279299174,3333
PI3KAUC,7,1,fixed_fusion,0.6088866087757551,0.7075842704332012,0.5077793013203774,0.02962527279299174,3333
PI3KAUC,7,2,imputer_only,0.6240298104138826,0.7622025460250175,0.5406130931547548,0.09363998000141475,3333
PI3KAUC,7,2,ridge_only,0.6257698634673129,0.7606944400954317,0.5383453715436936,0.09363998000141475,3333
PI3KAUC,7,2,fixed_fusion,0.6266274540371293,0.7599410675517273,0.5379871068496125,0.09363998000141475,3333
PI3KAUC,7,3,imputer_only,0.599932031466342,0.7829946429055077,0.5539588429158938,0.18251755794785757,3333
PI3KAUC,7,3,ridge_only,0.6025470553581626,0.7795371072537816,0.5519369520765874,0.18251755794785757,3333
PI3KAUC,7,3,fixed_fusion,0.6070165939832016,0.77574373248967,0.5466053993420208,0.18251755794785757,3333
PI3KAUC,7,4,imputer_only,0.563554747342903,0.9931843118609291,0.6962657022766459,0.43916072219647667,3332
PI3KAUC,7,4,ridge_only,0.5901821884252334,0.9280627019116023,0.6384074132303624,0.43916072219647667,3332
PI3KAUC,7,4,fixed_fusion,0.5976518490388568,0.9280468061595145,0.6371502879442107,0.43916072219647667,3332
PI3KAUC,8,1,imputer_only,0.6356965248430194,0.7159079930304175,0.5161211818797203,0.02951563258847893,3333
PI3KAUC,8,1,ridge_only,0.6358720772667511,0.7157707842602228,0.5163253097410117,0.02951563258847893,3333
PI3KAUC,8,1,fixed_fusion,0.6360340507215937,0.715635631406032,0.5160003721015672,0.02951563258847893,3333
PI3KAUC,8,2,imputer_only,0.6149057407898966,0.7241358109076637,0.5127770900220036,0.09509470178294416,3333
PI3KAUC,8,2,ridge_only,0.6138119821004905,0.7248656926529577,0.5112895119611736,0.09509470178294416,3333
PI3KAUC,8,2,fixed_fusion,0.6162295218431855,0.7228618862616903,0.5100856311847886,0.09509470178294416,3333
PI3KAUC,8,3,imputer_only,0.6039554553892932,0.7684720203977258,0.5587332018595986,0.1870918230486415,3333
PI3KAUC,8,3,ridge_only,0.6160277478315107,0.7571002221637682,0.5463228371249689,0.1870918230486415,3333
PI3KAUC,8,3,fixed_fusion,0.6159375861064055,0.7568504804010285,0.5466953278308772,0.1870918230486415,3333
PI3KAUC,8,4,imputer_only,0.5668725261908141,1.0085757430800697,0.7066055470205058,0.44477825633296014,3332
PI3KAUC,8,4,ridge_only,0.5777828553213398,0.9621040615703071,0.6675326805782331,0.44477825633296014,3332
PI3KAUC,8,4,fixed_fusion,0.5936187982058041,0.9530314702738033,0.6568100057426904,0.44477825633296014,3332
PI3KAUC,9,1,imputer_only,0.627783530201313,0.7199913184201019,0.5106279599166537,0.029961808017258607,3333
PI3KAUC,9,1,ridge_only,0.6275777900201254,0.720162520518802,0.5105547169026433,0.029961808017258607,3333
PI3KAUC,9,1,fixed_fusion,0.627935788198634,0.7198685168316165,0.5103797880863391,0.029961808017258607,3333
PI3KAUC,9,2,imputer_only,0.5892765311394261,0.7208756499033395,0.5220062887302861,0.09452096032503486,3333
PI3KAUC,9,2,ridge_only,0.5877024219320518,0.7225355251489312,0.5231614326054079,0.09452096032503486,3333
PI3KAUC,9,2,fixed_fusion,0.5902512561233454,0.7200837586567909,0.5209582491768411,0.09452096032503486,3333
PI3KAUC,9,3,imputer_only,0.6186785773469405,0.7677702464154471,0.5500040079307098,0.18445898164519153,3333
PI3KAUC,9,3,ridge_only,0.6217729864272978,0.764264532014994,0.5484907694676896,0.18445898164519153,3333
PI3KAUC,9,3,fixed_fusion,0.6260645195769103,0.7602638815918719,0.5427993632454642,0.18445898164519153,3333
PI3KAUC,9,4,imputer_only,0.5838570133398313,0.9977486348713135,0.7037012729690011,0.4402458100028488,3332
PI3KAUC,9,4,ridge_only,0.6054024499431608,0.9439971503583651,0.6534531181919471,0.4402458100028488,3332
PI3KAUC,9,4,fixed_fusion,0.615715702925756,0.9389086732528185,0.6476097482699289,0.4402458100028488,3332
PI3KIC50,0,1,imputer_only,0.5961773612599716,0.7364379073074833,0.5270123709847121,0.02884349834564688,3482
PI3KIC50,0,1,ridge_only,0.5955451016005384,0.7368168902509429,0.527825544318744,0.02884349834564688,3482
PI3KIC50,0,1,fixed_fusion,0.5960894630318088,0.7364373744038579,0.5272378468672078,0.02884349834564688,3482
PI3KIC50,0,2,imputer_only,0.6146003833671766,0.7206253899291677,0.5279575240272336,0.09319634130037358,3482
PI3KIC50,0,2,ridge_only,0.614546832156057,0.7204452148732543,0.5274000716372557,0.09319634130037358,3482
PI3KIC50,0,2,fixed_fusion,0.6163260933009792,0.7189547456174455,0.5259040740537267,0.09319634130037358,3482
PI3KIC50,0,3,imputer_only,0.5930639133078914,0.8263727378930111,0.572645765781131,0.17986105644293365,3482
PI3KIC50,0,3,ridge_only,0.5980910131139212,0.8207207619327542,0.565085330949256,0.17986105644293365,3482
PI3KIC50,0,3,fixed_fusion,0.6006390256308798,0.8184693266255687,0.5626197376655703,0.17986105644293365,3482
PI3KIC50,0,4,imputer_only,0.6066983357351858,0.9381761300845088,0.673360052247896,0.4398049543669495,3481
