dataset,method,seed,drug_idx,drug,pcc,rmse,mae,n_test
PRISM19Q4_independent,mfmr_base,7,13,atiprimod::BRD-K38527262-300-01-0,0.5654906370359278,0.05409441603705897,0.044860136635760044,94
PRISM19Q4_independent,mfmr_base,7,14,LY2801653::BRD-K18961567-001-01-1,0.5328958286016985,0.10443895360336615,0.07234133177615226,94
PRISM19Q4_independent,mfmr_base,7,15,tucatinib::BRD-K26026438-001-01-0,0.5514736726400775,0.11201728389777019,0.08392516095587547,94
PRISM19Q4_independent,mfmr_base,7,16,canertinib::BRD-K50168500-001-07-9,0.5671599750724131,0.13633878917892292,0.09163866733249865,95
PRISM19Q4_independent,mfmr_base,7,17,lenvatinib::BRD-K39974922-001-04-3,0.42080170968176844,0.08766651506473938,0.05844774715443875,94
PRISM19Q4_independent,mfmr_base,7,18,pelitinib::BRD-K08799216-001-05-3,0.7732727805084904,0.09400625191389587,0.06657249739295558,95
PRISM19Q4_independent,mfmr_base,7,19,XL-647::BRD-K03765900-001-01-9,0.7977494150990316,0.0871841096688087,0.06687629254574472,94
PRISM19Q4_independent,mfmr_base,7,20,ribociclib::BRD-K36788280-001-01-2,0.4168200310841413,0.14965327755030447,0.11678187847137451,95
PRISM19Q4_independent,mfmr_base,7,21,linifanib::BRD-K99749624-001-07-0,0.3741694354829667,0.13988299203789104,0.10870735188747974,94
PRISM19Q4_independent,mfmr_base,7,22,tivozanib::BRD-K53414658-001-08-2,0.5764298687124453,0.09970188683669222,0.07132940152858167,94
PRISM19Q4_independent,mfmr_base,7,23,axitinib::BRD-K29905972-001-06-3,0.6099457628852076,0.12964981829001274,0.09334981536611597,94
PRISM19Q4_independent,mfmr_mutation,7,0,P276-00::BRD-K51791723-003-01-7,0.267900532547762,0.07195736697796154,0.05717534705212242,95
PRISM19Q4_independent,mfmr_mutation,7,1,abemaciclib::BRD-K33622447-066-01-9,0.49877663323667154,0.09295122800340885,0.06603551224658363,95
PRISM19Q4_independent,mfmr_mutation,7,2,PHA-848125::BRD-K60997853-001-02-3,0.5966870709359678,0.07965848213630658,0.065587044703333,95
PRISM19Q4_independent,mfmr_mutation,7,3,foretinib::BRD-K03449891-001-08-6,0.5337560565965204,0.0891963050522371,0.06308762964449431,95
PRISM19Q4_independent,mfmr_mutation,7,4,tivantinib::BRD-K33379087-001-07-5,0.397126059270894,0.06679328115336727,0.0511125363801655,95
PRISM19Q4_independent,mfmr_mutation,7,5,ponatinib::BRD-K44227013-001-06-4,0.47823356464845823,0.0745276250161141,0.059096290710124566,94
PRISM19Q4_independent,mfmr_mutation,7,6,GSK2110183::BRD-K25412176-001-01-9,0.5027265815934737,0.1262675807116384,0.08967962670833507,94
PRISM19Q4_independent,mfmr_mutation,7,7,ARRY-334543::BRD-K46386702-001-02-1,0.3646202797615965,0.12099900309089896,0.06303566313804464,94
PRISM19Q4_independent,mfmr_mutation,7,8,GDC-0068::BRD-K71480163-001-01-4,0.42201306245312037,0.14464866252869235,0.10715902739382804,94
PRISM19Q4_independent,mfmr_mutation,7,9,dacomitinib::BRD-K57169635-001-04-5,0.8024052420922053,0.08584609620992938,0.06618016133917139,94
PRISM19Q4_independent,mfmr_mutation,7,10,uprosertib::BRD-K38332599-001-01-3,0.5226269211725846,0.0760823640127076,0.05786193495101117,94
PRISM19Q4_independent,mfmr_mutation,7,11,neratinib::BRD-K85606544-001-09-1,0.38234706988921974,0.11529938070329171,0.07991168093174061,94
PRISM19Q4_independent,mfmr_mutation,7,12,osimertinib::BRD-K42805893-001-04-9,0.6469448252076827,0.09631793067058603,0.06722953915596008,95
PRISM19Q4_independent,mfmr_mutation,7,13,atiprimod::BRD-K38527262-300-01-0,0.5462297389335758,0.05365333261522618,0.0427138551752618,94
PRISM19Q4_independent,mfmr_mutation,7,14,LY2801653::BRD-K18961567-001-01-1,0.5463736348687102,0.10274502120173368,0.07177954595139686,94
PRISM19Q4_independent,mfmr_mutation,7,15,tucatinib::BRD-K26026438-001-01-0,0.5465244124051176,0.11104815948818555,0.08366891678343429,94
PRISM19Q4_independent,mfmr_mutation,7,16,canertinib::BRD-K50168500-001-07-9,0.5581630974066628,0.13734714942707058,0.09061603734367772,95
PRISM19Q4_independent,mfmr_mutation,7,17,lenvatinib::BRD-K39974922-001-04-3,0.39419245965044614,0.08818074263062471,0.061635118215642076,94
PRISM19Q4_independent,mfmr_mutation,7,18,pelitinib::BRD-K08799216-001-05-3,0.7577391152572277,0.09489282599360768,0.06791561967448184,95
PRISM19Q4_independent,mfmr_mutation,7,19,XL-647::BRD-K03765900-001-01-9,0.7936598669682065,0.08667818438258759,0.06725282396407838,94
PRISM19Q4_independent,mfmr_mutation,7,20,ribociclib::BRD-K36788280-001-01-2,0.4300388624525822,0.1495095029833893,0.11365268104954769,95
PRISM19Q4_independent,mfmr_mutation,7,21,linifanib::BRD-K99749624-001-07-0,0.3202052057643791,0.14544194739825736,0.11323870433137771,94
PRISM19Q4_independent,mfmr_mutation,7,22,tivozanib::BRD-K53414658-001-08-2,0.5606160593711068,0.10123167573824889,0.07379891580723702,94
PRISM19Q4_independent,mfmr_mutation,7,23,axitinib::BRD-K29905972-001-06-3,0.6010750797390146,0.12952258889656304,0.09601892023644548,94
PRISM19Q4_independent,original_mclrp,8,0,P276-00::BRD-K51791723-003-01-7,0.17372314225325158,0.5174191315282394,0.511900647847276,95
PRISM19Q4_independent,original_mclrp,8,1,abemaciclib::BRD-K33622447-066-01-9,0.38149291558110904,0.6594146630189389,0.6519916615988078,95
PRISM19Q4_independent,original_mclrp,8,2,PHA-848125::BRD-K60997853-001-02-3,0.20972080371097135,0.5755814152418812,0.5674376754384292,95
PRISM19Q4_independent,original_mclrp,8,3,foretinib::BRD-K03449891-001-08-6,0.2622813578428308,0.6078071652021224,0.599240230023861,95
PRISM19Q4_independent,original_mclrp,8,4,tivantinib::BRD-K33379087-001-07-5,0.08098601646798341,0.5977355558269706,0.5932706759164208,95
PRISM19Q4_independent,original_mclrp,8,5,ponatinib::BRD-K44227013-001-06-4,0.19816873196375515,0.6274713959472422,0.6220227045581695,94
PRISM19Q4_independent,original_mclrp,8,6,GSK2110183::BRD-K25412176-001-01-9,0.19740009474468556,0.7379133379762578,0.7241082234268493,94
PRISM19Q4_independent,original_mclrp,8,7,ARRY-334543::BRD-K46386702-001-02-1,0.14946697936446593,0.6838627729757516,0.6721102156220599,94
PRISM19Q4_independent,original_mclrp,8,8,GDC-0068::BRD-K71480163-001-01-4,0.08603534361417152,0.8090875882022086,0.7939063103750665,94
PRISM19Q4_independent,original_mclrp,8,9,dacomitinib::BRD-K57169635-001-04-5,0.14140335261246328,0.5952363101247186,0.5778742634711114,94
PRISM19Q4_independent,original_mclrp,8,10,uprosertib::BRD-K38332599-001-01-3,0.1412234932298117,0.6141511601737422,0.6081677216323133,94
PRISM19Q4_independent,original_mclrp,8,11,neratinib::BRD-K85606544-001-09-1,0.17900132487506415,0.6834622730891261,0.6726703031900081,94
PRISM19Q4_independent,original_mclrp,8,12,osimertinib::BRD-K42805893-001-04-9,0.2891640557208341,0.6825231433549445,0.6718168169260025,95
PRISM19Q4_independent,original_mclrp,8,13,atiprimod::BRD-K38527262-300-01-0,0.1123099942971581,0.639069482472512,0.6351868957281113,94
PRISM19Q4_independent,original_mclrp,8,14,LY2801653::BRD-K18961567-001-01-1,-0.03760270951184529,0.6951280115131816,0.6834611212636562,94
PRISM19Q4_independent,original_mclrp,8,15,tucatinib::BRD-K26026438-001-01-0,0.332291855561579,0.7491175637968654,0.738595151045221,94
PRISM19Q4_independent,original_mclrp,8,16,canertinib::BRD-K50168500-001-07-9,0.22750769358090542,0.7362583642216332,0.71864205990967,95
PRISM19Q4_independent,original_mclrp,8,17,lenvatinib::BRD-K39974922-001-04-3,0.16119494036642676,0.6107777653660323,0.6031557411906567,94
PRISM19Q4_independent,original_mclrp,8,18,pelitinib::BRD-K08799216-001-05-3,0.46734543220405184,0.5638528222024483,0.5491338751818005,95
PRISM19Q4_independent,original_mclrp,8,19,XL-647::BRD-K03765900-001-01-9,0.316774230518474,0.5992345466868774,0.5838468128696401,94
PRISM19Q4_independent,original_mclrp,8,20,ribociclib::BRD-K36788280-001-01-2,0.1625036352548023,0.7986728281515971,0.782496459468415,95
PRISM19Q4_independent,original_mclrp,8,21,linifanib::BRD-K99749624-001-07-0,0.1684689729984253,0.8216771785118342,0.8083550268982319,94
PRISM19Q4_independent,original_mclrp,8,22,tivozanib::BRD-K53414658-001-08-2,0.1932539441699067,0.7270516638988839,0.7171476267753764,94
PRISM19Q4_independent,original_mclrp,8,23,axitinib::BRD-K29905972-001-06-3,0.17659611313701795,0.7546681408680724,0.7379450717187942,94
PRISM19Q4_independent,imputer_only,8,0,P276-00::BRD-K51791723-003-01-7,0.3119272226871203,0.06978940951096294,0.055353101303702905,95
PRISM19Q4_independent,imputer_only,8,1,abemaciclib::BRD-K33622447-066-01-9,0.5235991728649039,0.09170395193174552,0.06407552643826134,95
PRISM19Q4_independent,imputer_only,8,2,PHA-848125::BRD-K60997853-001-02-3,0.5977536955778794,0.07930092320422634,0.06531366643152739,95
PRISM19Q4_independent,imputer_only,8,3,foretinib::BRD-K03449891-001-08-6,0.5235217305637812,0.09028518308971883,0.061694776384454024,95
PRISM19Q4_independent,imputer_only,8,4,tivantinib::BRD-K33379087-001-07-5,0.4521352569890734,0.06427966025574178,0.04833513121855886,95
PRISM19Q4_independent,imputer_only,8,5,ponatinib::BRD-K44227013-001-06-4,0.5249280360101786,0.07203531002671403,0.055580406112873806,94
PRISM19Q4_independent,imputer_only,8,6,GSK2110183::BRD-K25412176-001-01-9,0.5105844772684173,0.12641121161402782,0.09000671226927574,94
PRISM19Q4_independent,imputer_only,8,7,ARRY-334543::BRD-K46386702-001-02-1,0.3583214297290326,0.12125523316692925,0.061108255639989326,94
PRISM19Q4_independent,imputer_only,8,8,GDC-0068::BRD-K71480163-001-01-4,0.45772008667021896,0.13984326286453158,0.10477080307108291,94
PRISM19Q4_independent,imputer_only,8,9,dacomitinib::BRD-K57169635-001-04-5,0.8257764540755584,0.0809325313688622,0.059223188364759406,94
PRISM19Q4_independent,imputer_only,8,10,uprosertib::BRD-K38332599-001-01-3,0.4649368889062965,0.08378596117489616,0.0637620617734625,94
PRISM19Q4_independent,imputer_only,8,11,neratinib::BRD-K85606544-001-09-1,0.48536778438879763,0.108179652474767,0.07273003839431925,94
PRISM19Q4_independent,imputer_only,8,12,osimertinib::BRD-K42805893-001-04-9,0.6598870652720913,0.09553116898948157,0.06724743748966017,95
PRISM19Q4_independent,imputer_only,8,13,atiprimod::BRD-K38527262-300-01-0,0.48351259595143536,0.0566916365358535,0.047601470921901944,94
PRISM19Q4_independent,imputer_only,8,14,LY2801653::BRD-K18961567-001-01-1,0.5374366828639159,0.1040037450600435,0.07220044415047829,94
PRISM19Q4_independent,imputer_only,8,15,tucatinib::BRD-K26026438-001-01-0,0.5689612138211014,0.11089610815277745,0.0827625831390949,94
PRISM19Q4_independent,imputer_only,8,16,canertinib::BRD-K50168500-001-07-9,0.5642053295591475,0.13689866436047196,0.09263128732380115,95
PRISM19Q4_independent,imputer_only,8,17,lenvatinib::BRD-K39974922-001-04-3,0.42316418840001174,0.08756139861654516,0.0588122086322054,94
PRISM19Q4_independent,imputer_only,8,18,pelitinib::BRD-K08799216-001-05-3,0.810233356947862,0.08516049852393141,0.06173072551426135,95
PRISM19Q4_independent,imputer_only,8,19,XL-647::BRD-K03765900-001-01-9,0.7951452440435326,0.08606676588805955,0.06697600033689052,94
PRISM19Q4_independent,imputer_only,8,20,ribociclib::BRD-K36788280-001-01-2,0.40497895875172424,0.15041063258616563,0.11533716164137188,95
PRISM19Q4_independent,imputer_only,8,21,linifanib::BRD-K99749624-001-07-0,0.3654094987532335,0.14331508744604948,0.10862498841387161,94
PRISM19Q4_independent,imputer_only,8,22,tivozanib::BRD-K53414658-001-08-2,0.5846711145536614,0.09984254973924636,0.07397346040035815,94
PRISM19Q4_independent,imputer_only,8,23,axitinib::BRD-K29905972-001-06-3,0.6030626005105092,0.12828237921753385,0.09261364727578264,94
PRISM19Q4_independent,ridge_only,8,0,P276-00::BRD-K51791723-003-01-7,0.266283203587083,0.07081360439627474,0.05612052302611502,95
PRISM19Q4_independent,ridge_only,8,1,abemaciclib::BRD-K33622447-066-01-9,0.4671664116709217,0.09415116412586179,0.06692436431583605,95
PRISM19Q4_independent,ridge_only,8,2,PHA-848125::BRD-K60997853-001-02-3,0.5395682831048583,0.08462053681331613,0.06848067139324389,95
PRISM19Q4_independent,ridge_only,8,3,foretinib::BRD-K03449891-001-08-6,0.47222604436779103,0.09288627276492722,0.065903723867316,95
PRISM19Q4_independent,ridge_only,8,4,tivantinib::BRD-K33379087-001-07-5,0.3733584570432932,0.06725014881534297,0.04949212199763248,95
PRISM19Q4_independent,ridge_only,8,5,ponatinib::BRD-K44227013-001-06-4,0.43673630320413936,0.07668018385924853,0.06078781980149289,94
PRISM19Q4_independent,ridge_only,8,6,GSK2110183::BRD-K25412176-001-01-9,0.4856720867989233,0.12675100325486607,0.08808374278088833,94
PRISM19Q4_independent,ridge_only,8,7,ARRY-334543::BRD-K46386702-001-02-1,0.36492289631265534,0.12136371255051993,0.06045809514979099,94
PRISM19Q4_independent,ridge_only,8,8,GDC-0068::BRD-K71480163-001-01-4,0.34659395318301023,0.14666983251627688,0.11034821386032916,94
PRISM19Q4_independent,ridge_only,8,9,dacomitinib::BRD-K57169635-001-04-5,0.7211614871057649,0.10060902556120956,0.07773416568624213,94
PRISM19Q4_independent,ridge_only,8,10,uprosertib::BRD-K38332599-001-01-3,0.4611579722284699,0.07654622418566188,0.0585279680312948,94
PRISM19Q4_independent,ridge_only,8,11,neratinib::BRD-K85606544-001-09-1,0.4058613390727706,0.11337482873061655,0.07817376294034592,94
PRISM19Q4_independent,ridge_only,8,12,osimertinib::BRD-K42805893-001-04-9,0.59302636777986,0.10182506942194021,0.07033344350363079,95
PRISM19Q4_independent,ridge_only,8,13,atiprimod::BRD-K38527262-300-01-0,0.5965243377279543,0.05231090278839346,0.04255449264607531,94
PRISM19Q4_independent,ridge_only,8,14,LY2801653::BRD-K18961567-001-01-1,0.500804385553975,0.10689088856910554,0.07462151443704645,94
PRISM19Q4_independent,ridge_only,8,15,tucatinib::BRD-K26026438-001-01-0,0.5247733088900635,0.11352836252218182,0.08549544278611527,94
PRISM19Q4_independent,ridge_only,8,16,canertinib::BRD-K50168500-001-07-9,0.5514404016858644,0.1382051254596806,0.09259397795325831,95
PRISM19Q4_independent,ridge_only,8,17,lenvatinib::BRD-K39974922-001-04-3,0.40256103189713666,0.08819873298751035,0.058912252492093024,94
PRISM19Q4_independent,ridge_only,8,18,pelitinib::BRD-K08799216-001-05-3,0.6802783803354794,0.1075358041270795,0.07421946337348537,95
PRISM19Q4_independent,ridge_only,8,19,XL-647::BRD-K03765900-001-01-9,0.7387483206518795,0.09851371959138286,0.07436186423961152,94
PRISM19Q4_independent,ridge_only,8,20,ribociclib::BRD-K36788280-001-01-2,0.4035378549921946,0.15138094775931202,0.1184225226703443,95
PRISM19Q4_independent,ridge_only,8,21,linifanib::BRD-K99749624-001-07-0,0.3732249430119036,0.1389348759939064,0.11103193493599588,94
PRISM19Q4_independent,ridge_only,8,22,tivozanib::BRD-K53414658-001-08-2,0.5379301514255392,0.10346237983839933,0.07366275787353516,94
PRISM19Q4_independent,ridge_only,8,23,axitinib::BRD-K29905972-001-06-3,0.5927596429382224,0.13438887727437623,0.09542358397169316,94
PRISM19Q4_independent,mfmr_base,8,0,P276-00::BRD-K51791723-003-01-7,0.2927781502760583,0.07018825775630554,0.05567540369535747,95
PRISM19Q4_independent,mfmr_base,8,1,abemaciclib::BRD-K33622447-066-01-9,0.5075516795882473,0.09188995334494701,0.06417091206500405,95
PRISM19Q4_independent,mfmr_base,8,2,PHA-848125::BRD-K60997853-001-02-3,0.58760852741753,0.08033455004952708,0.06573548662035089,95
PRISM19Q4_independent,mfmr_base,8,3,foretinib::BRD-K03449891-001-08-6,0.5108303430666922,0.09056840278765198,0.06277037670737819,95
PRISM19Q4_independent,mfmr_base,8,4,tivantinib::BRD-K33379087-001-07-5,0.42654685607116744,0.06524113155082824,0.04851697997043007,95
PRISM19Q4_independent,mfmr_base,8,5,ponatinib::BRD-K44227013-001-06-4,0.49744952646027824,0.07371559863368958,0.05778565495572192,94
PRISM19Q4_independent,mfmr_base,8,6,GSK2110183::BRD-K25412176-001-01-9,0.5230497042983925,0.12354230307416444,0.08566057872264943,94
PRISM19Q4_independent,mfmr_base,8,7,ARRY-334543::BRD-K46386702-001-02-1,0.3659911977719686,0.12064963688110439,0.0598879817952501,94
PRISM19Q4_independent,mfmr_base,8,8,GDC-0068::BRD-K71480163-001-01-4,0.4264028286185565,0.14133174005149843,0.10583186149597168,94
PRISM19Q4_independent,mfmr_base,8,9,dacomitinib::BRD-K57169635-001-04-5,0.8146222894759285,0.08458491417041762,0.06421903378151833,94
PRISM19Q4_independent,mfmr_base,8,10,uprosertib::BRD-K38332599-001-01-3,0.4815691286106252,0.0774532988915905,0.059183163211700765,94
PRISM19Q4_independent,mfmr_base,8,11,neratinib::BRD-K85606544-001-09-1,0.4545275202655257,0.1101874635104561,0.0747090495647268,94
PRISM19Q4_independent,mfmr_base,8,12,osimertinib::BRD-K42805893-001-04-9,0.6499553257686195,0.09641131605044469,0.06723151489308006,95
PRISM19Q4_independent,mfmr_base,8,13,atiprimod::BRD-K38527262-300-01-0,0.5668621613748285,0.05406173647476798,0.04484112021770883,94
PRISM19Q4_independent,mfmr_base,8,14,LY2801653::BRD-K18961567-001-01-1,0.5326316796262457,0.10443825142163286,0.07240625898888771,94
PRISM19Q4_independent,mfmr_base,8,15,tucatinib::BRD-K26026438-001-01-0,0.5513909659218251,0.11199845336725933,0.08396054582392916,94
PRISM19Q4_independent,mfmr_base,8,16,canertinib::BRD-K50168500-001-07-9,0.5678060198907879,0.13627377272049784,0.09163331922731902,95
PRISM19Q4_independent,mfmr_base,8,17,lenvatinib::BRD-K39974922-001-04-3,0.42204667797680995,0.08763195569868461,0.058421174896524306,94
PRISM19Q4_independent,mfmr_base,8,18,pelitinib::BRD-K08799216-001-05-3,0.773116492977314,0.09403286013447464,0.0665893366462306,95
PRISM19Q4_independent,mfmr_base,8,19,XL-647::BRD-K03765900-001-01-9,0.7975812264302015,0.08720900227050736,0.06687506874825092,94
PRISM19Q4_independent,mfmr_base,8,20,ribociclib::BRD-K36788280-001-01-2,0.41652301890119064,0.14966762179801713,0.11672463981728805,95
PRISM19Q4_independent,mfmr_base,8,21,linifanib::BRD-K99749624-001-07-0,0.373658527158184,0.13992047301570365,0.10870801197721604,94
PRISM19Q4_independent,mfmr_base,8,22,tivozanib::BRD-K53414658-001-08-2,0.5764870935349136,0.09969892327529138,0.07131434564894819,94
PRISM19Q4_independent,mfmr_base,8,23,axitinib::BRD-K29905972-001-06-3,0.6100125413653075,0.12963338601505284,0.09335420201433466,94
PRISM19Q4_independent,mfmr_mutation,8,0,P276-00::BRD-K51791723-003-01-7,0.29126837429890634,0.07102113159758788,0.056392913115651984,95
PRISM19Q4_independent,mfmr_mutation,8,1,abemaciclib::BRD-K33622447-066-01-9,0.48782358006449233,0.09409981682206221,0.06682862482572857,95
PRISM19Q4_independent,mfmr_mutation,8,2,PHA-848125::BRD-K60997853-001-02-3,0.6012983153057869,0.0792207151693482,0.06551944174264607,95
PRISM19Q4_independent,mfmr_mutation,8,3,foretinib::BRD-K03449891-001-08-6,0.5396907840220544,0.08882763625789752,0.06293760224392539,95
PRISM19Q4_independent,mfmr_mutation,8,4,tivantinib::BRD-K33379087-001-07-5,0.39457952714945044,0.06678295295990747,0.05122621373126381,95
PRISM19Q4_independent,mfmr_mutation,8,5,ponatinib::BRD-K44227013-001-06-4,0.4798491922707893,0.07432691928125808,0.059274780623456265,94
PRISM19Q4_independent,mfmr_mutation,8,6,GSK2110183::BRD-K25412176-001-01-9,0.5017238525323032,0.1262702797744565,0.0901484692350347,94
PRISM19Q4_independent,mfmr_mutation,8,7,ARRY-334543::BRD-K46386702-001-02-1,0.37033512218010756,0.12074926909360183,0.06272231454544878,94
PRISM19Q4_independent,mfmr_mutation,8,8,GDC-0068::BRD-K71480163-001-01-4,0.4256376351017042,0.14446572168184457,0.10681537237573177,94
PRISM19Q4_independent,mfmr_mutation,8,9,dacomitinib::BRD-K57169635-001-04-5,0.8053355813743673,0.08530340807850335,0.06580826671833688,94
PRISM19Q4_independent,mfmr_mutation,8,10,uprosertib::BRD-K38332599-001-01-3,0.5195498613133629,0.07670457263163213,0.05806131819461254,94
PRISM19Q4_independent,mfmr_mutation,8,11,neratinib::BRD-K85606544-001-09-1,0.3885773801792606,0.11500924303620873,0.07979374426476499,94
PRISM19Q4_independent,mfmr_mutation,8,12,osimertinib::BRD-K42805893-001-04-9,0.6466921539234545,0.09645296684608773,0.06746166411199067,95
PRISM19Q4_independent,mfmr_mutation,8,13,atiprimod::BRD-K38527262-300-01-0,0.5416519878811769,0.053877640523680735,0.04305801302828687,94
PRISM19Q4_independent,mfmr_mutation,8,14,LY2801653::BRD-K18961567-001-01-1,0.5403748636614282,0.1030532507782131,0.07173725265137693,94
PRISM19Q4_independent,mfmr_mutation,8,15,tucatinib::BRD-K26026438-001-01-0,0.5481505235382912,0.11091228131423836,0.08346162387665282,94
PRISM19Q4_independent,mfmr_mutation,8,16,canertinib::BRD-K50168500-001-07-9,0.5592507571068045,0.13728103740203998,0.09151291345295152,95
PRISM19Q4_independent,mfmr_mutation,8,17,lenvatinib::BRD-K39974922-001-04-3,0.40666416931824156,0.08760499118989722,0.06115072077893196,94
PRISM19Q4_independent,mfmr_mutation,8,18,pelitinib::BRD-K08799216-001-05-3,0.7557118832216203,0.0953049332982532,0.06822781500063445,95
PRISM19Q4_independent,mfmr_mutation,8,19,XL-647::BRD-K03765900-001-01-9,0.7901803877427602,0.08708045057970489,0.06798495542495808,94
PRISM19Q4_independent,mfmr_mutation,8,20,ribociclib::BRD-K36788280-001-01-2,0.4261925563953341,0.149154374049421,0.11476949955287732,95
PRISM19Q4_independent,mfmr_mutation,8,21,linifanib::BRD-K99749624-001-07-0,0.3172592081146293,0.1456446163958716,0.1130670245657576,94
PRISM19Q4_independent,mfmr_mutation,8,22,tivozanib::BRD-K53414658-001-08-2,0.5512611608995416,0.10209465722415347,0.07419936073587295,94
PRISM19Q4_independent,mfmr_mutation,8,23,axitinib::BRD-K29905972-001-06-3,0.5957061479883273,0.12990005583868536,0.09670111188229094,94
PRISM19Q4_independent,original_mclrp,9,0,P276-00::BRD-K51791723-003-01-7,0.17372314225325158,0.5174191315282394,0.511900647847276,95
PRISM19Q4_independent,original_mclrp,9,1,abemaciclib::BRD-K33622447-066-01-9,0.38149291558110904,0.6594146630189389,0.6519916615988078,95
PRISM19Q4_independent,original_mclrp,9,2,PHA-848125::BRD-K60997853-001-02-3,0.20972080371097135,0.5755814152418812,0.5674376754384292,95
PRISM19Q4_independent,original_mclrp,9,3,foretinib::BRD-K03449891-001-08-6,0.2622813578428308,0.6078071652021224,0.599240230023861,95
PRISM19Q4_independent,original_mclrp,9,4,tivantinib::BRD-K33379087-001-07-5,0.08098601646798341,0.5977355558269706,0.5932706759164208,95
PRISM19Q4_independent,original_mclrp,9,5,ponatinib::BRD-K44227013-001-06-4,0.19816873196375515,0.6274713959472422,0.6220227045581695,94
PRISM19Q4_independent,original_mclrp,9,6,GSK2110183::BRD-K25412176-001-01-9,0.19740009474468556,0.7379133379762578,0.7241082234268493,94
PRISM19Q4_independent,original_mclrp,9,7,ARRY-334543::BRD-K46386702-001-02-1,0.14946697936446593,0.6838627729757516,0.6721102156220599,94
PRISM19Q4_independent,original_mclrp,9,8,GDC-0068::BRD-K71480163-001-01-4,0.08603534361417152,0.8090875882022086,0.7939063103750665,94
PRISM19Q4_independent,original_mclrp,9,9,dacomitinib::BRD-K57169635-001-04-5,0.14140335261246328,0.5952363101247186,0.5778742634711114,94
PRISM19Q4_independent,original_mclrp,9,10,uprosertib::BRD-K38332599-001-01-3,0.1412234932298117,0.6141511601737422,0.6081677216323133,94
PRISM19Q4_independent,original_mclrp,9,11,neratinib::BRD-K85606544-001-09-1,0.17900132487506415,0.6834622730891261,0.6726703031900081,94
PRISM19Q4_independent,original_mclrp,9,12,osimertinib::BRD-K42805893-001-04-9,0.2891640557208341,0.6825231433549445,0.6718168169260025,95
PRISM19Q4_independent,original_mclrp,9,13,atiprimod::BRD-K38527262-300-01-0,0.1123099942971581,0.639069482472512,0.6351868957281113,94
PRISM19Q4_independent,original_mclrp,9,14,LY2801653::BRD-K18961567-001-01-1,-0.03760270951184529,0.6951280115131816,0.6834611212636562,94
PRISM19Q4_independent,original_mclrp,9,15,tucatinib::BRD-K26026438-001-01-0,0.332291855561579,0.7491175637968654,0.738595151045221,94
PRISM19Q4_independent,original_mclrp,9,16,canertinib::BRD-K50168500-001-07-9,0.22750769358090542,0.7362583642216332,0.71864205990967,95
PRISM19Q4_independent,original_mclrp,9,17,lenvatinib::BRD-K39974922-001-04-3,0.16119494036642676,0.6107777653660323,0.6031557411906567,94
PRISM19Q4_independent,original_mclrp,9,18,pelitinib::BRD-K08799216-001-05-3,0.46734543220405184,0.5638528222024483,0.5491338751818005,95
PRISM19Q4_independent,original_mclrp,9,19,XL-647::BRD-K03765900-001-01-9,0.316774230518474,0.5992345466868774,0.5838468128696401,94
PRISM19Q4_independent,original_mclrp,9,20,ribociclib::BRD-K36788280-001-01-2,0.1625036352548023,0.7986728281515971,0.782496459468415,95
PRISM19Q4_independent,original_mclrp,9,21,linifanib::BRD-K99749624-001-07-0,0.1684689729984253,0.8216771785118342,0.8083550268982319,94
PRISM19Q4_independent,original_mclrp,9,22,tivozanib::BRD-K53414658-001-08-2,0.1932539441699067,0.7270516638988839,0.7171476267753764,94
PRISM19Q4_independent,original_mclrp,9,23,axitinib::BRD-K29905972-001-06-3,0.17659611313701795,0.7546681408680724,0.7379450717187942,94
PRISM19Q4_independent,imputer_only,9,0,P276-00::BRD-K51791723-003-01-7,0.3104133328792193,0.06982440711425861,0.055359610758329694,95
PRISM19Q4_independent,imputer_only,9,1,abemaciclib::BRD-K33622447-066-01-9,0.5239452091662244,0.09167813319336941,0.06406940911945544,95
PRISM19Q4_independent,imputer_only,9,2,PHA-848125::BRD-K60997853-001-02-3,0.5969251734873695,0.07937226308682384,0.06538980289509422,95
PRISM19Q4_independent,imputer_only,9,3,foretinib::BRD-K03449891-001-08-6,0.5236558253309604,0.09027499113223433,0.06167646395532708,95
PRISM19Q4_independent,imputer_only,9,4,tivantinib::BRD-K33379087-001-07-5,0.4521959774569041,0.06428024127165444,0.04834646676716051,95
PRISM19Q4_independent,imputer_only,9,5,ponatinib::BRD-K44227013-001-06-4,0.5249822187539351,0.07202422654262507,0.055560954073642164,94
PRISM19Q4_independent,imputer_only,9,6,GSK2110183::BRD-K25412176-001-01-9,0.5102251099076638,0.126452010498984,0.09004117136305952,94
PRISM19Q4_independent,imputer_only,9,7,ARRY-334543::BRD-K46386702-001-02-1,0.35850247350968967,0.12124208277469081,0.06106583805794411,94
PRISM19Q4_independent,imputer_only,9,8,GDC-0068::BRD-K71480163-001-01-4,0.4580388134689553,0.13981416692722218,0.10477323417967939,94
PRISM19Q4_independent,imputer_only,9,9,dacomitinib::BRD-K57169635-001-04-5,0.8259477382682207,0.0808945802799112,0.05920671116798482,94
PRISM19Q4_independent,imputer_only,9,10,uprosertib::BRD-K38332599-001-01-3,0.4650137800597787,0.08376086643611766,0.06377037091458097,94
PRISM19Q4_independent,imputer_only,9,11,neratinib::BRD-K85606544-001-09-1,0.4852513623961327,0.10819311042917781,0.07274303410915618,94
