dataset,method,seed,drug_idx,drug,pcc,rmse,mae,n_test
PRISM19Q4_independent,original_mclrp,6,13,atiprimod::BRD-K38527262-300-01-0,0.1123099942971581,0.639069482472512,0.6351868957281113,94
PRISM19Q4_independent,original_mclrp,6,14,LY2801653::BRD-K18961567-001-01-1,-0.03760270951184529,0.6951280115131816,0.6834611212636562,94
PRISM19Q4_independent,original_mclrp,6,15,tucatinib::BRD-K26026438-001-01-0,0.332291855561579,0.7491175637968654,0.738595151045221,94
PRISM19Q4_independent,original_mclrp,6,16,canertinib::BRD-K50168500-001-07-9,0.22750769358090542,0.7362583642216332,0.71864205990967,95
PRISM19Q4_independent,original_mclrp,6,17,lenvatinib::BRD-K39974922-001-04-3,0.16119494036642676,0.6107777653660323,0.6031557411906567,94
PRISM19Q4_independent,original_mclrp,6,18,pelitinib::BRD-K08799216-001-05-3,0.46734543220405184,0.5638528222024483,0.5491338751818005,95
PRISM19Q4_independent,original_mclrp,6,19,XL-647::BRD-K03765900-001-01-9,0.316774230518474,0.5992345466868774,0.5838468128696401,94
PRISM19Q4_independent,original_mclrp,6,20,ribociclib::BRD-K36788280-001-01-2,0.1625036352548023,0.7986728281515971,0.782496459468415,95
PRISM19Q4_independent,original_mclrp,6,21,linifanib::BRD-K99749624-001-07-0,0.1684689729984253,0.8216771785118342,0.8083550268982319,94
PRISM19Q4_independent,original_mclrp,6,22,tivozanib::BRD-K53414658-001-08-2,0.1932539441699067,0.7270516638988839,0.7171476267753764,94
PRISM19Q4_independent,original_mclrp,6,23,axitinib::BRD-K29905972-001-06-3,0.17659611313701795,0.7546681408680724,0.7379450717187942,94
PRISM19Q4_independent,imputer_only,6,0,P276-00::BRD-K51791723-003-01-7,0.31126919442731804,0.0698082595458275,0.05535741040581151,95
PRISM19Q4_independent,imputer_only,6,1,abemaciclib::BRD-K33622447-066-01-9,0.5234120541757871,0.09171566345356837,0.06405917092373496,95
PRISM19Q4_independent,imputer_only,6,2,PHA-848125::BRD-K60997853-001-02-3,0.5972617021922879,0.07934514141301272,0.06534612712107207,95
PRISM19Q4_independent,imputer_only,6,3,foretinib::BRD-K03449891-001-08-6,0.5234183544881696,0.0902966351853387,0.06169470548629761,95
PRISM19Q4_independent,imputer_only,6,4,tivantinib::BRD-K33379087-001-07-5,0.45155387129855495,0.06430808321649838,0.04837165067070409,95
PRISM19Q4_independent,imputer_only,6,5,ponatinib::BRD-K44227013-001-06-4,0.5247321512034925,0.07204015303922089,0.05556995627727914,94
PRISM19Q4_independent,imputer_only,6,6,GSK2110183::BRD-K25412176-001-01-9,0.5107556461961223,0.12639376331619104,0.09000395840786873,94
PRISM19Q4_independent,imputer_only,6,7,ARRY-334543::BRD-K46386702-001-02-1,0.35917953376426626,0.12122196339702049,0.06098563303338721,94
PRISM19Q4_independent,imputer_only,6,8,GDC-0068::BRD-K71480163-001-01-4,0.4581478358511508,0.13980430305764505,0.10478910169702896,94
PRISM19Q4_independent,imputer_only,6,9,dacomitinib::BRD-K57169635-001-04-5,0.8257739452743892,0.08093494935279844,0.05923384079273711,94
PRISM19Q4_independent,imputer_only,6,10,uprosertib::BRD-K38332599-001-01-3,0.4647624288291579,0.08379737089111347,0.06378425816272168,94
PRISM19Q4_independent,imputer_only,6,11,neratinib::BRD-K85606544-001-09-1,0.48488615522786044,0.10821854704121867,0.07274127830850317,94
PRISM19Q4_independent,imputer_only,6,12,osimertinib::BRD-K42805893-001-04-9,0.6586103480733995,0.09567079773782097,0.06741153911540383,95
PRISM19Q4_independent,imputer_only,6,13,atiprimod::BRD-K38527262-300-01-0,0.48440413320667347,0.05666425089751332,0.04757391455325675,94
PRISM19Q4_independent,imputer_only,6,14,LY2801653::BRD-K18961567-001-01-1,0.5370153787161219,0.10403934503049003,0.07220362982851394,94
PRISM19Q4_independent,imputer_only,6,15,tucatinib::BRD-K26026438-001-01-0,0.5707142172123878,0.11078762373527021,0.08271182407724097,94
PRISM19Q4_independent,imputer_only,6,16,canertinib::BRD-K50168500-001-07-9,0.5638304495762113,0.1369411532481636,0.09265826940536499,95
PRISM19Q4_independent,imputer_only,6,17,lenvatinib::BRD-K39974922-001-04-3,0.42340952976240975,0.0875534208179179,0.05882248662887735,94
PRISM19Q4_independent,imputer_only,6,18,pelitinib::BRD-K08799216-001-05-3,0.8103103400721068,0.08515266162137522,0.06172842226530376,95
PRISM19Q4_independent,imputer_only,6,19,XL-647::BRD-K03765900-001-01-9,0.7950011091278706,0.08609352987199465,0.06703097928077617,94
PRISM19Q4_independent,imputer_only,6,20,ribociclib::BRD-K36788280-001-01-2,0.40405498918846305,0.15050241109074297,0.11533948308543156,95
PRISM19Q4_independent,imputer_only,6,21,linifanib::BRD-K99749624-001-07-0,0.36569888612233986,0.14329091725356496,0.1085785798569943,94
PRISM19Q4_independent,imputer_only,6,22,tivozanib::BRD-K53414658-001-08-2,0.5843823445374583,0.0998929736139811,0.07407793212444225,94
PRISM19Q4_independent,imputer_only,6,23,axitinib::BRD-K29905972-001-06-3,0.6033716482493302,0.12824388412458687,0.09258734957968935,94
PRISM19Q4_independent,ridge_only,6,0,P276-00::BRD-K51791723-003-01-7,0.26670867226138534,0.07080500536708173,0.056152234579387464,95
PRISM19Q4_independent,ridge_only,6,1,abemaciclib::BRD-K33622447-066-01-9,0.46629276699674505,0.09420735191399217,0.0670437543015731,95
PRISM19Q4_independent,ridge_only,6,2,PHA-848125::BRD-K60997853-001-02-3,0.5384185244287362,0.08470808231592891,0.06852892354915016,95
PRISM19Q4_independent,ridge_only,6,3,foretinib::BRD-K03449891-001-08-6,0.47153269189183566,0.09292485923902255,0.06591586752941733,95
PRISM19Q4_independent,ridge_only,6,4,tivantinib::BRD-K33379087-001-07-5,0.37048331970535314,0.06734343858180052,0.04953675270080567,95
PRISM19Q4_independent,ridge_only,6,5,ponatinib::BRD-K44227013-001-06-4,0.43694303325974554,0.07668120469903279,0.06076944064586721,94
PRISM19Q4_independent,ridge_only,6,6,GSK2110183::BRD-K25412176-001-01-9,0.48689937671254246,0.12665720666846467,0.08803912997245789,94
PRISM19Q4_independent,ridge_only,6,7,ARRY-334543::BRD-K46386702-001-02-1,0.36456434876139376,0.12137103723538151,0.06044926795553654,94
PRISM19Q4_independent,ridge_only,6,8,GDC-0068::BRD-K71480163-001-01-4,0.3455288089780538,0.14673648642424442,0.1103831929095248,94
PRISM19Q4_independent,ridge_only,6,9,dacomitinib::BRD-K57169635-001-04-5,0.7217695152805524,0.1005424479199366,0.0776700754749014,94
PRISM19Q4_independent,ridge_only,6,10,uprosertib::BRD-K38332599-001-01-3,0.46040956778553044,0.07658297294506028,0.05850443624435587,94
PRISM19Q4_independent,ridge_only,6,11,neratinib::BRD-K85606544-001-09-1,0.4055910194851699,0.11339668834706725,0.07821822483488854,94
PRISM19Q4_independent,ridge_only,6,12,osimertinib::BRD-K42805893-001-04-9,0.5914357235750349,0.10195738555843085,0.07037940621376038,95
PRISM19Q4_independent,ridge_only,6,13,atiprimod::BRD-K38527262-300-01-0,0.6003385610679376,0.052164049670989976,0.04240254645651959,94
PRISM19Q4_independent,ridge_only,6,14,LY2801653::BRD-K18961567-001-01-1,0.49742300404066386,0.10714159630284563,0.07430566371755397,94
PRISM19Q4_independent,ridge_only,6,15,tucatinib::BRD-K26026438-001-01-0,0.5257647438780229,0.11347050188924251,0.08539104208033135,94
PRISM19Q4_independent,ridge_only,6,16,canertinib::BRD-K50168500-001-07-9,0.5510710521889512,0.13823653963407767,0.09262982355920892,95
PRISM19Q4_independent,ridge_only,6,17,lenvatinib::BRD-K39974922-001-04-3,0.40106433278063935,0.08824306459249061,0.05892368897478631,94
PRISM19Q4_independent,ridge_only,6,18,pelitinib::BRD-K08799216-001-05-3,0.6792285632471046,0.10763655882756658,0.07429996289704975,95
PRISM19Q4_independent,ridge_only,6,19,XL-647::BRD-K03765900-001-01-9,0.7396638752763507,0.09840504089912265,0.07438215010977806,94
PRISM19Q4_independent,ridge_only,6,20,ribociclib::BRD-K36788280-001-01-2,0.4060888461303054,0.15121384007479186,0.11846435258263036,95
PRISM19Q4_independent,ridge_only,6,21,linifanib::BRD-K99749624-001-07-0,0.37425890381862503,0.1388715849472641,0.11108591708731144,94
PRISM19Q4_independent,ridge_only,6,22,tivozanib::BRD-K53414658-001-08-2,0.5388288860899579,0.10341561041150726,0.07366339386777675,94
PRISM19Q4_independent,ridge_only,6,23,axitinib::BRD-K29905972-001-06-3,0.5931512640639789,0.13434071869559802,0.09532965085607895,94
PRISM19Q4_independent,mfmr_base,6,0,P276-00::BRD-K51791723-003-01-7,0.29269455529819194,0.07019043624644655,0.055681546110855906,95
PRISM19Q4_independent,mfmr_base,6,1,abemaciclib::BRD-K33622447-066-01-9,0.5072012150758178,0.0919149577938851,0.06422572763342606,95
PRISM19Q4_independent,mfmr_base,6,2,PHA-848125::BRD-K60997853-001-02-3,0.5869308607131993,0.08039038580746714,0.06576458749018217,95
PRISM19Q4_independent,mfmr_base,6,3,foretinib::BRD-K03449891-001-08-6,0.5104277470569241,0.0905950550429336,0.06275945776387265,95
PRISM19Q4_independent,mfmr_base,6,4,tivantinib::BRD-K33379087-001-07-5,0.4250282407320258,0.06529523458347165,0.04855139694715801,95
PRISM19Q4_independent,mfmr_base,6,5,ponatinib::BRD-K44227013-001-06-4,0.4975067896085712,0.07371210364644931,0.05776981280205098,94
PRISM19Q4_independent,mfmr_base,6,6,GSK2110183::BRD-K25412176-001-01-9,0.5236401403488808,0.12348854084922128,0.08561052223469348,94
PRISM19Q4_independent,mfmr_base,6,7,ARRY-334543::BRD-K46386702-001-02-1,0.36633331048431234,0.12063357664234799,0.05979290097317797,94
PRISM19Q4_independent,mfmr_base,6,8,GDC-0068::BRD-K71480163-001-01-4,0.4261499455874183,0.14135138651243934,0.10587228485878478,94
PRISM19Q4_independent,mfmr_base,6,9,dacomitinib::BRD-K57169635-001-04-5,0.8148505659073948,0.08454706601138826,0.06415632208611102,94
PRISM19Q4_independent,mfmr_base,6,10,uprosertib::BRD-K38332599-001-01-3,0.48118091609327046,0.077471488818659,0.059163988904750095,94
PRISM19Q4_independent,mfmr_base,6,11,neratinib::BRD-K85606544-001-09-1,0.4541720898968638,0.11021510084849721,0.0747314564725186,94
PRISM19Q4_independent,mfmr_base,6,12,osimertinib::BRD-K42805893-001-04-9,0.6485074068115936,0.09655281325237049,0.06734376298753839,95
PRISM19Q4_independent,mfmr_base,6,13,atiprimod::BRD-K38527262-300-01-0,0.5692849710135608,0.053977496284397214,0.044745047675802355,94
PRISM19Q4_independent,mfmr_base,6,14,LY2801653::BRD-K18961567-001-01-1,0.5304713611418863,0.10460694147471385,0.0722718708058621,94
PRISM19Q4_independent,mfmr_base,6,15,tucatinib::BRD-K26026438-001-01-0,0.5525199066848251,0.11192735272624071,0.08387367649281278,94
PRISM19Q4_independent,mfmr_base,6,16,canertinib::BRD-K50168500-001-07-9,0.5674603949000823,0.13630534322256196,0.09166319809461895,95
PRISM19Q4_independent,mfmr_base,6,17,lenvatinib::BRD-K39974922-001-04-3,0.4213836969882417,0.087649456724913,0.05844155905094552,94
PRISM19Q4_independent,mfmr_base,6,18,pelitinib::BRD-K08799216-001-05-3,0.7727604864865261,0.09408100026298288,0.0666298458450719,95
PRISM19Q4_independent,mfmr_base,6,19,XL-647::BRD-K03765900-001-01-9,0.797766638573323,0.0871843382385391,0.06687769452308087,94
PRISM19Q4_independent,mfmr_base,6,20,ribociclib::BRD-K36788280-001-01-2,0.4168370160503474,0.1496476821724243,0.11674609184265136,95
PRISM19Q4_independent,mfmr_base,6,21,linifanib::BRD-K99749624-001-07-0,0.3742666954591509,0.13987468582053225,0.10870417318445572,94
PRISM19Q4_independent,mfmr_base,6,22,tivozanib::BRD-K53414658-001-08-2,0.5769386492434485,0.09966706431910753,0.07132608966624483,94
PRISM19Q4_independent,mfmr_base,6,23,axitinib::BRD-K29905972-001-06-3,0.6101601037724084,0.12961681204659486,0.09328328897344305,94
PRISM19Q4_independent,mfmr_mutation,6,0,P276-00::BRD-K51791723-003-01-7,0.28698215666095,0.07112945560395419,0.05659613797539159,95
PRISM19Q4_independent,mfmr_mutation,6,1,abemaciclib::BRD-K33622447-066-01-9,0.4870811602319229,0.0939826632390625,0.06726673715992977,95
PRISM19Q4_independent,mfmr_mutation,6,2,PHA-848125::BRD-K60997853-001-02-3,0.598915452475206,0.07944532098864075,0.0656057291909268,95
PRISM19Q4_independent,mfmr_mutation,6,3,foretinib::BRD-K03449891-001-08-6,0.5317716860619468,0.08936556987453936,0.0623890525416324,95
PRISM19Q4_independent,mfmr_mutation,6,4,tivantinib::BRD-K33379087-001-07-5,0.39381967035889226,0.06679196879306151,0.05116094350814819,95
PRISM19Q4_independent,mfmr_mutation,6,5,ponatinib::BRD-K44227013-001-06-4,0.47490651728303945,0.07467952962704702,0.05941102098911367,94
PRISM19Q4_independent,mfmr_mutation,6,6,GSK2110183::BRD-K25412176-001-01-9,0.5047083498008477,0.12608079666536737,0.08963995474450132,94
PRISM19Q4_independent,mfmr_mutation,6,7,ARRY-334543::BRD-K46386702-001-02-1,0.37724441636420414,0.12030316862031036,0.062009698532997294,94
PRISM19Q4_independent,mfmr_mutation,6,8,GDC-0068::BRD-K71480163-001-01-4,0.4179900981915025,0.14503624390612532,0.10755855859594142,94
PRISM19Q4_independent,mfmr_mutation,6,9,dacomitinib::BRD-K57169635-001-04-5,0.8059371957949226,0.08513324666551107,0.06566812383367661,94
PRISM19Q4_independent,mfmr_mutation,6,10,uprosertib::BRD-K38332599-001-01-3,0.5152477451915644,0.07660628065804,0.058065098016820055,94
PRISM19Q4_independent,mfmr_mutation,6,11,neratinib::BRD-K85606544-001-09-1,0.3854386115679734,0.11492072361346402,0.07981020529219444,94
PRISM19Q4_independent,mfmr_mutation,6,12,osimertinib::BRD-K42805893-001-04-9,0.6440880811577163,0.09672180290295122,0.06754460491632161,95
PRISM19Q4_independent,mfmr_mutation,6,13,atiprimod::BRD-K38527262-300-01-0,0.5501031374610527,0.053519383643627266,0.04269236579854438,94
PRISM19Q4_independent,mfmr_mutation,6,14,LY2801653::BRD-K18961567-001-01-1,0.5436800526166998,0.10268214505683423,0.07126907592124128,94
PRISM19Q4_independent,mfmr_mutation,6,15,tucatinib::BRD-K26026438-001-01-0,0.5609738236577263,0.1100546913252895,0.08285501472493435,94
PRISM19Q4_independent,mfmr_mutation,6,16,canertinib::BRD-K50168500-001-07-9,0.5585754389811814,0.13746965008966888,0.0912939987684551,95
PRISM19Q4_independent,mfmr_mutation,6,17,lenvatinib::BRD-K39974922-001-04-3,0.42906261297802517,0.08666529686664709,0.060715194078201945,94
PRISM19Q4_independent,mfmr_mutation,6,18,pelitinib::BRD-K08799216-001-05-3,0.7506731310958416,0.09585858066785581,0.06872482801738539,95
PRISM19Q4_independent,mfmr_mutation,6,19,XL-647::BRD-K03765900-001-01-9,0.7865141364082037,0.0877845986911015,0.06865930462137182,94
PRISM19Q4_independent,mfmr_mutation,6,20,ribociclib::BRD-K36788280-001-01-2,0.4193347384840815,0.14955157353155812,0.11445115616447048,95
PRISM19Q4_independent,mfmr_mutation,6,21,linifanib::BRD-K99749624-001-07-0,0.3194669552112945,0.14551426589819935,0.1126898153031126,94
PRISM19Q4_independent,mfmr_mutation,6,22,tivozanib::BRD-K53414658-001-08-2,0.5518475683596846,0.1020419251212319,0.07438050305589716,94
PRISM19Q4_independent,mfmr_mutation,6,23,axitinib::BRD-K29905972-001-06-3,0.597692080997962,0.12966430122272837,0.09603182654431526,94
PRISM19Q4_independent,original_mclrp,7,0,P276-00::BRD-K51791723-003-01-7,0.17372314225325158,0.5174191315282394,0.511900647847276,95
PRISM19Q4_independent,original_mclrp,7,1,abemaciclib::BRD-K33622447-066-01-9,0.38149291558110904,0.6594146630189389,0.6519916615988078,95
PRISM19Q4_independent,original_mclrp,7,2,PHA-848125::BRD-K60997853-001-02-3,0.20972080371097135,0.5755814152418812,0.5674376754384292,95
PRISM19Q4_independent,original_mclrp,7,3,foretinib::BRD-K03449891-001-08-6,0.2622813578428308,0.6078071652021224,0.599240230023861,95
PRISM19Q4_independent,original_mclrp,7,4,tivantinib::BRD-K33379087-001-07-5,0.08098601646798341,0.5977355558269706,0.5932706759164208,95
PRISM19Q4_independent,original_mclrp,7,5,ponatinib::BRD-K44227013-001-06-4,0.19816873196375515,0.6274713959472422,0.6220227045581695,94
PRISM19Q4_independent,original_mclrp,7,6,GSK2110183::BRD-K25412176-001-01-9,0.19740009474468556,0.7379133379762578,0.7241082234268493,94
PRISM19Q4_independent,original_mclrp,7,7,ARRY-334543::BRD-K46386702-001-02-1,0.14946697936446593,0.6838627729757516,0.6721102156220599,94
PRISM19Q4_independent,original_mclrp,7,8,GDC-0068::BRD-K71480163-001-01-4,0.08603534361417152,0.8090875882022086,0.7939063103750665,94
PRISM19Q4_independent,original_mclrp,7,9,dacomitinib::BRD-K57169635-001-04-5,0.14140335261246328,0.5952363101247186,0.5778742634711114,94
PRISM19Q4_independent,original_mclrp,7,10,uprosertib::BRD-K38332599-001-01-3,0.1412234932298117,0.6141511601737422,0.6081677216323133,94
PRISM19Q4_independent,original_mclrp,7,11,neratinib::BRD-K85606544-001-09-1,0.17900132487506415,0.6834622730891261,0.6726703031900081,94
PRISM19Q4_independent,original_mclrp,7,12,osimertinib::BRD-K42805893-001-04-9,0.2891640557208341,0.6825231433549445,0.6718168169260025,95
PRISM19Q4_independent,original_mclrp,7,13,atiprimod::BRD-K38527262-300-01-0,0.1123099942971581,0.639069482472512,0.6351868957281113,94
PRISM19Q4_independent,original_mclrp,7,14,LY2801653::BRD-K18961567-001-01-1,-0.03760270951184529,0.6951280115131816,0.6834611212636562,94
PRISM19Q4_independent,original_mclrp,7,15,tucatinib::BRD-K26026438-001-01-0,0.332291855561579,0.7491175637968654,0.738595151045221,94
PRISM19Q4_independent,original_mclrp,7,16,canertinib::BRD-K50168500-001-07-9,0.22750769358090542,0.7362583642216332,0.71864205990967,95
PRISM19Q4_independent,original_mclrp,7,17,lenvatinib::BRD-K39974922-001-04-3,0.16119494036642676,0.6107777653660323,0.6031557411906567,94
PRISM19Q4_independent,original_mclrp,7,18,pelitinib::BRD-K08799216-001-05-3,0.46734543220405184,0.5638528222024483,0.5491338751818005,95
PRISM19Q4_independent,original_mclrp,7,19,XL-647::BRD-K03765900-001-01-9,0.316774230518474,0.5992345466868774,0.5838468128696401,94
PRISM19Q4_independent,original_mclrp,7,20,ribociclib::BRD-K36788280-001-01-2,0.1625036352548023,0.7986728281515971,0.782496459468415,95
PRISM19Q4_independent,original_mclrp,7,21,linifanib::BRD-K99749624-001-07-0,0.1684689729984253,0.8216771785118342,0.8083550268982319,94
PRISM19Q4_independent,original_mclrp,7,22,tivozanib::BRD-K53414658-001-08-2,0.1932539441699067,0.7270516638988839,0.7171476267753764,94
PRISM19Q4_independent,original_mclrp,7,23,axitinib::BRD-K29905972-001-06-3,0.17659611313701795,0.7546681408680724,0.7379450717187942,94
PRISM19Q4_independent,imputer_only,7,0,P276-00::BRD-K51791723-003-01-7,0.31173531438585467,0.06979293163486819,0.05531199229390998,95
PRISM19Q4_independent,imputer_only,7,1,abemaciclib::BRD-K33622447-066-01-9,0.5236662369442069,0.09170196521289249,0.0640571813834341,95
PRISM19Q4_independent,imputer_only,7,2,PHA-848125::BRD-K60997853-001-02-3,0.5962625912549787,0.0794200692333268,0.06539699121525414,95
PRISM19Q4_independent,imputer_only,7,3,foretinib::BRD-K03449891-001-08-6,0.5234295497904563,0.09029158394914476,0.06170967189889205,95
PRISM19Q4_independent,imputer_only,7,4,tivantinib::BRD-K33379087-001-07-5,0.4517530509040862,0.06429790893011297,0.04835282564163208,95
PRISM19Q4_independent,imputer_only,7,5,ponatinib::BRD-K44227013-001-06-4,0.5249443622603158,0.0720203891437027,0.055538913671006544,94
PRISM19Q4_independent,imputer_only,7,6,GSK2110183::BRD-K25412176-001-01-9,0.5109673438303943,0.1263653218878365,0.09000297619941387,94
PRISM19Q4_independent,imputer_only,7,7,ARRY-334543::BRD-K46386702-001-02-1,0.3586253700640469,0.12124640624168012,0.06103879720606702,94
PRISM19Q4_independent,imputer_only,7,8,GDC-0068::BRD-K71480163-001-01-4,0.45744595320935344,0.13988089734652126,0.10479501650688496,94
PRISM19Q4_independent,imputer_only,7,9,dacomitinib::BRD-K57169635-001-04-5,0.8259439531859625,0.08089683527280765,0.05919783039295927,94
PRISM19Q4_independent,imputer_only,7,10,uprosertib::BRD-K38332599-001-01-3,0.46460681296487466,0.0838078012685881,0.06374803312281345,94
PRISM19Q4_independent,imputer_only,7,11,neratinib::BRD-K85606544-001-09-1,0.48516462238278635,0.10819833108379225,0.07274967051566915,94
PRISM19Q4_independent,imputer_only,7,12,osimertinib::BRD-K42805893-001-04-9,0.660004204974157,0.09554871213520796,0.06720231740098251,95
PRISM19Q4_independent,imputer_only,7,13,atiprimod::BRD-K38527262-300-01-0,0.4829316561194689,0.05671054454558033,0.04761603411207808,94
PRISM19Q4_independent,imputer_only,7,14,LY2801653::BRD-K18961567-001-01-1,0.5371803737102602,0.10404161137867167,0.07217044462548926,94
PRISM19Q4_independent,imputer_only,7,15,tucatinib::BRD-K26026438-001-01-0,0.5706846961184658,0.11079302099468757,0.08270926297979152,94
PRISM19Q4_independent,imputer_only,7,16,canertinib::BRD-K50168500-001-07-9,0.5639555082750282,0.1369252793017702,0.09263852395509418,95
PRISM19Q4_independent,imputer_only,7,17,lenvatinib::BRD-K39974922-001-04-3,0.4235671894297703,0.08754282842664925,0.05882095466268823,94
PRISM19Q4_independent,imputer_only,7,18,pelitinib::BRD-K08799216-001-05-3,0.8101589311220283,0.085177786943152,0.06174041879804511,95
PRISM19Q4_independent,imputer_only,7,19,XL-647::BRD-K03765900-001-01-9,0.7949680103435274,0.08610795056828822,0.067037008227186,94
PRISM19Q4_independent,imputer_only,7,20,ribociclib::BRD-K36788280-001-01-2,0.40453228435264005,0.15045553133434633,0.11538039822327463,95
PRISM19Q4_independent,imputer_only,7,21,linifanib::BRD-K99749624-001-07-0,0.3656213509124713,0.14327898515455423,0.10858841589156618,94
PRISM19Q4_independent,imputer_only,7,22,tivozanib::BRD-K53414658-001-08-2,0.5843865193541229,0.0998788676554033,0.07400651054179415,94
PRISM19Q4_independent,imputer_only,7,23,axitinib::BRD-K29905972-001-06-3,0.6030519973978267,0.12828419888668371,0.09259989065058688,94
PRISM19Q4_independent,ridge_only,7,0,P276-00::BRD-K51791723-003-01-7,0.26651852058003545,0.07081155501741196,0.0561574565736871,95
PRISM19Q4_independent,ridge_only,7,1,abemaciclib::BRD-K33622447-066-01-9,0.46623012193922797,0.0942075168725527,0.06701620189767135,95
PRISM19Q4_independent,ridge_only,7,2,PHA-848125::BRD-K60997853-001-02-3,0.5392324785757114,0.08464794077189787,0.06849615166061802,95
PRISM19Q4_independent,ridge_only,7,3,foretinib::BRD-K03449891-001-08-6,0.4712256273843536,0.0929421481475757,0.06592184367932771,95
PRISM19Q4_independent,ridge_only,7,4,tivantinib::BRD-K33379087-001-07-5,0.37440681548666155,0.06722213660423085,0.04945779285932842,95
PRISM19Q4_independent,ridge_only,7,5,ponatinib::BRD-K44227013-001-06-4,0.4391618508583683,0.07660659312905843,0.06074420061517269,94
PRISM19Q4_independent,ridge_only,7,6,GSK2110183::BRD-K25412176-001-01-9,0.4866834431405005,0.1266761340105084,0.08805889335084469,94
PRISM19Q4_independent,ridge_only,7,7,ARRY-334543::BRD-K46386702-001-02-1,0.36466206865596107,0.12134429262008273,0.060434609017473585,94
PRISM19Q4_independent,ridge_only,7,8,GDC-0068::BRD-K71480163-001-01-4,0.3449225216042932,0.14677586515698374,0.11047449454348138,94
PRISM19Q4_independent,ridge_only,7,9,dacomitinib::BRD-K57169635-001-04-5,0.7216824043677229,0.10056131942277219,0.07767120606087624,94
PRISM19Q4_independent,ridge_only,7,10,uprosertib::BRD-K38332599-001-01-3,0.4595570802568486,0.07662470573520308,0.058549645733326036,94
PRISM19Q4_independent,ridge_only,7,11,neratinib::BRD-K85606544-001-09-1,0.40546809947516005,0.11339813527344282,0.07818808834603493,94
PRISM19Q4_independent,ridge_only,7,12,osimertinib::BRD-K42805893-001-04-9,0.5925720418539319,0.10185690506059511,0.07037670518222608,95
PRISM19Q4_independent,ridge_only,7,13,atiprimod::BRD-K38527262-300-01-0,0.5950010613516988,0.05235131219145405,0.04259062066991279,94
PRISM19Q4_independent,ridge_only,7,14,LY2801653::BRD-K18961567-001-01-1,0.5022893634003918,0.10682511228813274,0.07448550678314046,94
PRISM19Q4_independent,ridge_only,7,15,tucatinib::BRD-K26026438-001-01-0,0.5234880653201757,0.11364675370435291,0.08549012655907488,94
PRISM19Q4_independent,ridge_only,7,16,canertinib::BRD-K50168500-001-07-9,0.5500967534806667,0.13833176184981635,0.09271067255421689,95
PRISM19Q4_independent,ridge_only,7,17,lenvatinib::BRD-K39974922-001-04-3,0.39959757722422823,0.08829453329213402,0.058944748437150994,94
PRISM19Q4_independent,ridge_only,7,18,pelitinib::BRD-K08799216-001-05-3,0.6807662217863725,0.1074701265932624,0.07421903861196417,95
PRISM19Q4_independent,ridge_only,7,19,XL-647::BRD-K03765900-001-01-9,0.739594336475194,0.0984177320095773,0.07432128298789897,94
PRISM19Q4_independent,ridge_only,7,20,ribociclib::BRD-K36788280-001-01-2,0.4051635575561285,0.15127181967666112,0.11846117973327637,95
PRISM19Q4_independent,ridge_only,7,21,linifanib::BRD-K99749624-001-07-0,0.374065983275189,0.1388913407401424,0.11109942197799683,94
PRISM19Q4_independent,ridge_only,7,22,tivozanib::BRD-K53414658-001-08-2,0.5384339368336478,0.10343630099930656,0.07365024850723591,94
PRISM19Q4_independent,ridge_only,7,23,axitinib::BRD-K29905972-001-06-3,0.5922472421357937,0.1344419070643786,0.09547933587368498,94
PRISM19Q4_independent,mfmr_base,7,0,P276-00::BRD-K51791723-003-01-7,0.2927986106577696,0.07018827978413558,0.05567209595128109,95
PRISM19Q4_independent,mfmr_base,7,1,abemaciclib::BRD-K33622447-066-01-9,0.5072087976382055,0.09191463169484099,0.06421322132411757,95
PRISM19Q4_independent,mfmr_base,7,2,PHA-848125::BRD-K60997853-001-02-3,0.586740150224836,0.08039627774289408,0.0657627748815637,95
PRISM19Q4_independent,mfmr_base,7,3,foretinib::BRD-K03449891-001-08-6,0.5102580547072958,0.09060559762600982,0.06275766021326969,95
PRISM19Q4_independent,mfmr_base,7,4,tivantinib::BRD-K33379087-001-07-5,0.4269319975514853,0.06523313315925529,0.04850449185622366,95
PRISM19Q4_independent,mfmr_base,7,5,ponatinib::BRD-K44227013-001-06-4,0.49866372480857835,0.07365791993602884,0.05776514525109149,94
PRISM19Q4_independent,mfmr_base,7,6,GSK2110183::BRD-K25412176-001-01-9,0.5236293153832577,0.12349147422031413,0.08563366025052171,94
PRISM19Q4_independent,mfmr_base,7,7,ARRY-334543::BRD-K46386702-001-02-1,0.3660156088793115,0.12063565308381048,0.05983321210171314,94
PRISM19Q4_independent,mfmr_base,7,8,GDC-0068::BRD-K71480163-001-01-4,0.4254645451434986,0.14141014143140984,0.10595258309486065,94
PRISM19Q4_independent,mfmr_base,7,9,dacomitinib::BRD-K57169635-001-04-5,0.8149238697249475,0.08454000163604501,0.06415200582210054,94
PRISM19Q4_independent,mfmr_base,7,10,uprosertib::BRD-K38332599-001-01-3,0.48054660558568,0.07751535652456305,0.05919996855106759,94
PRISM19Q4_independent,mfmr_base,7,11,neratinib::BRD-K85606544-001-09-1,0.45433678160152025,0.11020110579404253,0.07471068615609026,94
PRISM19Q4_independent,mfmr_base,7,12,osimertinib::BRD-K42805893-001-04-9,0.6495090962248277,0.09645043537380281,0.06727230329262583,95
