dataset,mask_ratio,seed,method,pcc,rmse,mae,n_train,n_test,pcc_reference,rmse_reference,mae_reference,delta_pcc,delta_rmse,delta_mae
CCLE,0.15,4,mfmr_base,0.7300707930914718,0.7190691226523693,0.5174468723772394,9656,1704,0.7350518792666427,0.7020840171025095,0.5028632242235841,-0.004981086175170901,0.01698510554985988,0.014583648153655315
CCLE,0.15,5,original_mclrp,0.6771135601966951,0.9556281058068106,0.7029621629874129,9656,1704,0.7046580256607816,0.9663868223841806,0.7036146644823533,-0.02754446546408651,-0.010758716577370042,-0.0006525014949404495
CCLE,0.15,5,mfmr_base,0.7163642111740468,0.7051543906959064,0.5105893868619116,9656,1704,0.7281475031905134,0.702995245731809,0.5085425284485635,-0.011783292016466551,0.0021591449640973037,0.0020468584133480627
CCLE,0.15,6,original_mclrp,0.6537808096840272,0.9497524925102658,0.7202030430068115,9656,1704,0.6728262108751223,0.9189061023221238,0.7063641620656052,-0.0190454011910951,0.03084639018814206,0.013838880941206333
CCLE,0.15,6,mfmr_base,0.6978378834978535,0.7158316428789795,0.5308943035204277,9656,1704,0.7190265741365782,0.678788409441535,0.5001722656079309,-0.02118869063872475,0.037043233437444534,0.030722037912496725
CCLE,0.15,7,original_mclrp,0.6859092277586329,0.8976375234221565,0.6844509301273136,9656,1704,0.6800911412429539,0.9029711419319448,0.675783999433022,0.005818086515679055,-0.005333618509788307,0.008666930694291586
CCLE,0.15,7,mfmr_base,0.7207888414618355,0.6608410371635192,0.4897663483702651,9656,1704,0.7151439317675693,0.6736620304408685,0.4941691931261899,0.005644909694266231,-0.012820993277349313,-0.004402844755924784
CCLE,0.15,8,original_mclrp,0.6839395632459144,0.9705266579841636,0.718777338669004,9656,1704,0.7078671517174013,0.9858034712057426,0.7268053272769642,-0.023927588471486905,-0.015276813221579033,-0.00802798860796028
CCLE,0.15,8,mfmr_base,0.717113590745738,0.7125900181812292,0.5079832697317296,9656,1704,0.7340000715417169,0.7095194531289518,0.5039601638588247,-0.016886480795978875,0.0030705650522774297,0.004023105872904886
CCLE,0.15,9,original_mclrp,0.6773173068284792,0.9217621745087786,0.7101781439606579,9656,1704,0.6815395872748676,0.9109470758929936,0.7000705489273302,-0.004222280446388393,0.010815098615785002,0.010107595033327699
CCLE,0.15,9,mfmr_base,0.7157038536335406,0.686892575495666,0.5138153276968527,9656,1704,0.7136056123544144,0.6848852858668316,0.5115965693212658,0.0020982412791261673,0.002007289628834341,0.0022187583755868268
CCLE,0.2,0,original_mclrp,0.686124650039423,0.9342128306901888,0.6985745032690539,9088,2272,0.7081583845759185,0.9596986287428152,0.7058724635374308,-0.022033734536495486,-0.025485798052626407,-0.007297960268376924
CCLE,0.2,0,mfmr_base,0.7312360092911663,0.6692761980304398,0.4944919690361389,9088,2272,0.7441288015218211,0.6791629227382674,0.4871300494224144,-0.01289279223065487,-0.009886724707827588,0.00736191961372451
CCLE,0.2,1,original_mclrp,0.6744572063342981,0.9104217662705928,0.7053628281867109,9088,2272,0.6973419441556564,0.8747491551038156,0.6922916017823534,-0.02288473782135836,0.035672611166777224,0.013071226404357539
CCLE,0.2,1,mfmr_base,0.7080270831477903,0.6807212346593982,0.5029776802308641,9088,2272,0.7193734604837402,0.6508934456782541,0.4883958110309117,-0.011346377335949898,0.02982778898114402,0.014581869199952413
CCLE,0.2,2,original_mclrp,0.6704293059867009,0.9433747350064804,0.7002086564077168,9088,2272,0.6734009121316346,0.8829599336090747,0.6720823602105239,-0.002971606144933636,0.06041480139740574,0.028126296197192868
CCLE,0.2,2,mfmr_base,0.705579070077453,0.7066053494130802,0.5102286486263297,9088,2272,0.709222881789635,0.6707241258258293,0.5006654781044116,-0.003643811712181977,0.03588122358725088,0.009563170521918019
CCLE,0.2,3,original_mclrp,0.6719030813674457,0.9300432373223236,0.7023333597849656,9088,2272,0.714834139569254,0.9006478879892252,0.6858528681105769,-0.042931058201808314,0.029395349333098397,0.016480491674388698
CCLE,0.2,3,mfmr_base,0.700855045847436,0.7012481459246672,0.5120200832760173,9088,2272,0.7354770804107077,0.6550498049792407,0.4924482417405209,-0.03462203456327173,0.04619834094542652,0.01957184153549646
CCLE,0.2,4,original_mclrp,0.6683572190337023,0.9815565582346976,0.7199710119192079,9088,2272,0.6952003000309468,0.978599100797625,0.7211102574923336,-0.02684308099724453,0.0029574574370725415,-0.0011392455731257245
CCLE,0.2,4,mfmr_base,0.7180839760409975,0.7159023076383498,0.5156677041692783,9088,2272,0.7350518792666427,0.7020840171025095,0.5028632242235841,-0.01696790322564523,0.013818290535840383,0.012804479945694225
CCLE,0.2,5,original_mclrp,0.6528494585651483,0.9639714711982286,0.7064442011671288,9088,2272,0.7046580256607816,0.9663868223841806,0.7036146644823533,-0.05180856709563331,-0.0024153511859520416,0.00282953668477548
CCLE,0.2,5,mfmr_base,0.6958918255486058,0.7304456066496792,0.5275638601206724,9088,2272,0.7281475031905134,0.702995245731809,0.5085425284485635,-0.03225567764190751,0.02745036091787012,0.019021331672108843
CCLE,0.2,6,original_mclrp,0.6596332813408886,0.95352723541605,0.7246298677034525,9088,2272,0.6728262108751223,0.9189061023221238,0.7063641620656052,-0.013192929534233677,0.034621133093926226,0.01826570563784735
CCLE,0.2,6,mfmr_base,0.7009959316839474,0.7134148578957742,0.5321077230454276,9088,2272,0.7190265741365782,0.678788409441535,0.5001722656079309,-0.018030642452630863,0.034626448454239234,0.031935457437496706
CCLE,0.2,7,original_mclrp,0.6824138822038812,0.9554601660967054,0.7083529200025476,9088,2272,0.6800911412429539,0.9029711419319448,0.675783999433022,0.0023227409609273275,0.052489024164760534,0.03256892056952554
CCLE,0.2,7,mfmr_base,0.7179311439118135,0.6993013688591196,0.5042489972441563,9088,2272,0.7151439317675693,0.6736620304408685,0.4941691931261899,0.0027872121442441555,0.025639338418251167,0.010079804117966384
CCLE,0.2,8,original_mclrp,0.6648019808517508,0.9487269636479982,0.7101102846915155,9088,2272,0.7078671517174013,0.9858034712057426,0.7268053272769642,-0.04306517086565054,-0.03707650755774439,-0.01669504258544874
CCLE,0.2,8,mfmr_base,0.7025791924455047,0.711061890947906,0.5112416824003958,9088,2272,0.7340000715417169,0.7095194531289518,0.5039601638588247,-0.03142087909621216,0.0015424378189541343,0.007281518541571108
CCLE,0.2,9,original_mclrp,0.6664348615466933,0.9413365611662416,0.7236034365717509,9088,2272,0.6815395872748676,0.9109470758929936,0.7000705489273302,-0.01510472572817434,0.03038948527324803,0.02353288764442063
CCLE,0.2,9,mfmr_base,0.7130464529389766,0.6970896268312302,0.5220775296685761,9088,2272,0.7136056123544144,0.6848852858668316,0.5115965693212658,-0.0005591594154378265,0.012204340964398597,0.010480960347310275
CCLE,0.25,0,original_mclrp,0.6712900310805809,0.9555549411729116,0.7107743253906642,8520,2840,0.7081583845759185,0.9596986287428152,0.7058724635374308,-0.03686835349533757,-0.004143687569903576,0.00490186185323338
CCLE,0.25,0,mfmr_base,0.719558460492818,0.6935074975246891,0.5031532084340706,8520,2840,0.7441288015218211,0.6791629227382674,0.4871300494224144,-0.02457034102900313,0.014344574786421704,0.01602315901165624
CCLE,0.25,1,original_mclrp,0.6636304138379651,0.9409874699236068,0.7218793542700567,8520,2840,0.6973419441556564,0.8747491551038156,0.6922916017823534,-0.03371153031769136,0.06623831481979126,0.02958775248770329
CCLE,0.25,1,mfmr_base,0.6969141684933097,0.7078934222308677,0.5131864875209584,8520,2840,0.7193734604837402,0.6508934456782541,0.4883958110309117,-0.022459291990430508,0.056999976552613574,0.024790676490046737
CCLE,0.25,2,original_mclrp,0.6600644146421228,0.9424681930951156,0.7056848105177557,8520,2840,0.6734009121316346,0.8829599336090747,0.6720823602105239,-0.013336497489511712,0.05950825948604099,0.033602450307231746
CCLE,0.25,2,mfmr_base,0.6881985649244432,0.7230362443512134,0.5276364780820739,8520,2840,0.709222881789635,0.6707241258258293,0.5006654781044116,-0.021024316865191794,0.05231211852538409,0.02697099997766228
CCLE,0.25,3,original_mclrp,0.6603130530576632,0.948016322689149,0.7117123939309083,8520,2840,0.714834139569254,0.9006478879892252,0.6858528681105769,-0.05452108651159082,0.0473684346999238,0.025859525820331464
CCLE,0.25,3,mfmr_base,0.6915617987627687,0.720157191565766,0.5235007514653467,8520,2840,0.7354770804107077,0.6550498049792407,0.4924482417405209,-0.04391528164793901,0.06510738658652526,0.031052509724825816
CCLE,0.25,4,original_mclrp,0.6491432581919788,0.9780768514126004,0.7212291425512923,8520,2840,0.6952003000309468,0.978599100797625,0.7211102574923336,-0.04605704183896797,-0.0005222493850246535,0.0001188850589587398
CCLE,0.25,4,mfmr_base,0.7072782648356052,0.7219497633779082,0.5181961664537904,8520,2840,0.7350518792666427,0.7020840171025095,0.5028632242235841,-0.02777361443103754,0.01986574627539872,0.015332942230206315
CCLE,0.25,5,original_mclrp,0.6484119431653818,0.9554585203413292,0.7022829960709996,8520,2840,0.7046580256607816,0.9663868223841806,0.7036146644823533,-0.05624608249539986,-0.010928302042851445,-0.0013316684113536814
CCLE,0.25,5,mfmr_base,0.686702648876346,0.7312928163543074,0.5288890928225133,8520,2840,0.7281475031905134,0.702995245731809,0.5085425284485635,-0.041444854314167334,0.02829757062249838,0.02034656437394977
CCLE,0.25,6,original_mclrp,0.653387697690317,0.9705902934522828,0.7288891623012346,8520,2840,0.6728262108751223,0.9189061023221238,0.7063641620656052,-0.019438513184805273,0.051684191130158985,0.022525000235629422
CCLE,0.25,6,mfmr_base,0.6963207453134626,0.7279362179881518,0.538910946815068,8520,2840,0.7190265741365782,0.678788409441535,0.5001722656079309,-0.02270582882311567,0.04914780854661682,0.03873868120713708
CCLE,0.25,7,original_mclrp,0.6665887509716856,0.9447404691183344,0.7084850767320864,8520,2840,0.6800911412429539,0.9029711419319448,0.675783999433022,-0.013502390271268316,0.04176932718638959,0.03270107729906435
CCLE,0.25,7,mfmr_base,0.7002541316340731,0.708154533619501,0.5150533274354324,8520,2840,0.7151439317675693,0.6736620304408685,0.4941691931261899,-0.014889800133496167,0.034492503178632505,0.02088413430924252
CCLE,0.25,8,original_mclrp,0.6447156457586687,0.9546754602444208,0.7132753437736847,8520,2840,0.7078671517174013,0.9858034712057426,0.7268053272769642,-0.06315150595873265,-0.031128010961321784,-0.013529983503279497
CCLE,0.25,8,mfmr_base,0.6958287884906025,0.7184170373273832,0.5172092391849962,8520,2840,0.7340000715417169,0.7095194531289518,0.5039601638588247,-0.03817128305111439,0.00889758419843134,0.013249075326171478
CCLE,0.25,9,original_mclrp,0.649806604326203,0.955757938275967,0.7296073237986439,8520,2840,0.6815395872748676,0.9109470758929936,0.7000705489273302,-0.03173298294866467,0.04481086238297338,0.029536774871313676
CCLE,0.25,9,mfmr_base,0.6977205832994507,0.7196662712651465,0.53786162312806,8520,2840,0.7136056123544144,0.6848852858668316,0.5115965693212658,-0.015885029054963695,0.03478098539831487,0.026265053806794114
CCLE,0.3,0,original_mclrp,0.651043963623014,0.9597231535288652,0.7164673884771839,7952,3408,0.7081583845759185,0.9596986287428152,0.7058724635374308,-0.05711442095290453,2.4524786049973102e-05,0.010594924939753114
CCLE,0.3,0,mfmr_base,0.6952269140062399,0.7198148115724684,0.5224852212113845,7952,3408,0.7441288015218211,0.6791629227382674,0.4871300494224144,-0.04890188751558122,0.04065188883420101,0.03535517178897013
CCLE,0.3,1,original_mclrp,0.6398041124266328,0.948503258990676,0.7289007445162143,7952,3408,0.6973419441556564,0.8747491551038156,0.6922916017823534,-0.0575378317290236,0.07375410388686043,0.036609142733860955
CCLE,0.3,1,mfmr_base,0.6737888348156971,0.735157000548085,0.5367253850175805,7952,3408,0.7193734604837402,0.6508934456782541,0.4883958110309117,-0.04558462566804311,0.08426355486983084,0.04832957398666882
CCLE,0.3,2,original_mclrp,0.6510871299344921,0.9386849350025476,0.7080181055964274,7952,3408,0.6734009121316346,0.8829599336090747,0.6720823602105239,-0.022313782197142418,0.05572500139347292,0.035935745385903495
CCLE,0.3,2,mfmr_base,0.6785659257814102,0.7280411813244201,0.5402887328450582,7952,3408,0.709222881789635,0.6707241258258293,0.5006654781044116,-0.030656956008224823,0.057317055498590785,0.03962325474064654
CCLE,0.3,3,original_mclrp,0.6476144723824053,0.965281337200702,0.7210671239615365,7952,3408,0.714834139569254,0.9006478879892252,0.6858528681105769,-0.06721966718684869,0.06463344921147673,0.03521425585095961
CCLE,0.3,3,mfmr_base,0.6798668993210936,0.7395102665188114,0.5338495203019799,7952,3408,0.7354770804107077,0.6550498049792407,0.4924482417405209,-0.05561018108961413,0.08446046153957065,0.041401278561458976
CCLE,0.3,4,original_mclrp,0.6295108180219594,0.9661334158510132,0.7172078974831217,7952,3408,0.6952003000309468,0.978599100797625,0.7211102574923336,-0.06568948200898739,-0.012465684946611821,-0.003902360009211847
CCLE,0.3,4,mfmr_base,0.6863055109614837,0.7341260026597428,0.5324614439734364,7952,3408,0.7350518792666427,0.7020840171025095,0.5028632242235841,-0.048746368305158994,0.032041985557233366,0.029598219749852328
CCLE,0.3,5,original_mclrp,0.6382474402316137,0.965718717709726,0.7089509482059118,7952,3408,0.7046580256607816,0.9663868223841806,0.7036146644823533,-0.06641058542916789,-0.0006681046744546615,0.005336283723558433
CCLE,0.3,5,mfmr_base,0.6765591238670526,0.7473620602905777,0.5363732562040531,7952,3408,0.7281475031905134,0.702995245731809,0.5085425284485635,-0.05158837932346072,0.044366814558768675,0.02783072775548956
CCLE,0.3,6,original_mclrp,0.6422571051303038,0.9769289480414244,0.7324576455659076,7952,3408,0.6728262108751223,0.9189061023221238,0.7063641620656052,-0.030569105744818525,0.05802284571930061,0.026093483500302495
CCLE,0.3,6,mfmr_base,0.6865638611057384,0.7404617499580405,0.5424857491543577,7952,3408,0.7190265741365782,0.678788409441535,0.5001722656079309,-0.03246271303083981,0.061673340516505526,0.04231348354642672
CCLE,0.3,7,original_mclrp,0.6413080876912861,0.941982873072949,0.7079111496005187,7952,3408,0.6800911412429539,0.9029711419319448,0.675783999433022,-0.03878305355166778,0.0390117311410042,0.032127150167496676
CCLE,0.3,7,mfmr_base,0.6837755078236516,0.7202483690168868,0.5278134689273976,7952,3408,0.7151439317675693,0.6736620304408685,0.4941691931261899,-0.0313684239439177,0.04658633857601835,0.03364427580120766
CCLE,0.3,8,original_mclrp,0.6396893087952255,0.9542333981212656,0.716646166694499,7952,3408,0.7078671517174013,0.9858034712057426,0.7268053272769642,-0.06817784292217588,-0.03157007308447701,-0.010159160582465243
CCLE,0.3,8,mfmr_base,0.6966837042019507,0.7148557713925129,0.5209240198219562,7952,3408,0.7340000715417169,0.7095194531289518,0.5039601638588247,-0.03731636733976618,0.005336318263561068,0.016963855963131547
CCLE,0.3,9,original_mclrp,0.6239842192623399,0.952658220465964,0.7258374140134356,7952,3408,0.6815395872748676,0.9109470758929936,0.7000705489273302,-0.0575553680125277,0.04171114457297043,0.025766865086105373
CCLE,0.3,9,mfmr_base,0.6792686802286878,0.7323743124146558,0.5439000414346783,7952,3408,0.7136056123544144,0.6848852858668316,0.5115965693212658,-0.03433693212572664,0.047489026547824165,0.032303472113412446
ERKAUC30,0.1,0,original_mclrp,0.6510883268394686,0.8752011165736167,0.6471517196911213,13084,1454,0.6510883268394686,0.8752011165736167,0.6471517196911213,0.0,0.0,0.0
ERKAUC30,0.1,0,mfmr_base,0.6767840371981341,0.6963744352685036,0.4830539193250331,13084,1454,0.6767840371981341,0.6963744352685036,0.4830539193250331,0.0,0.0,0.0
ERKAUC30,0.1,1,original_mclrp,0.629387732032831,0.9540626585624596,0.6533813954276756,13084,1454,0.629387732032831,0.9540626585624596,0.6533813954276756,0.0,0.0,0.0
ERKAUC30,0.1,1,mfmr_base,0.6690783322347356,0.746101112250653,0.5140315412293589,13084,1454,0.6690783322347356,0.746101112250653,0.5140315412293589,0.0,0.0,0.0
ERKAUC30,0.1,2,original_mclrp,0.6641197059893822,0.9157811820529314,0.6446749619088985,13084,1454,0.6641197059893822,0.9157811820529314,0.6446749619088985,0.0,0.0,0.0
ERKAUC30,0.1,2,mfmr_base,0.6909857143155615,0.7088639700940563,0.4864667753300353,13084,1454,0.6909857143155615,0.7088639700940563,0.4864667753300353,0.0,0.0,0.0
ERKAUC30,0.1,3,original_mclrp,0.6517715851395696,0.9330329004245574,0.6578359968430819,13084,1454,0.6517715851395696,0.9330329004245574,0.6578359968430819,0.0,0.0,0.0
ERKAUC30,0.1,3,mfmr_base,0.6923539580781966,0.7135124142906222,0.4978423733570458,13084,1454,0.6923539580781966,0.7135124142906222,0.4978423733570458,0.0,0.0,0.0
ERKAUC30,0.1,4,original_mclrp,0.6105829073612289,0.9145406784005914,0.6529694756475378,13084,1454,0.6105829073612289,0.9145406784005914,0.6529694756475378,0.0,0.0,0.0
ERKAUC30,0.1,4,mfmr_base,0.6488802553136507,0.7362853362379962,0.5016618933913136,13084,1454,0.6488802553136507,0.7362853362379962,0.5016618933913136,0.0,0.0,0.0
ERKAUC30,0.1,5,original_mclrp,0.6420634816328965,0.9742124498376514,0.6705869960116072,13084,1454,0.6420634816328965,0.9742124498376514,0.6705869960116072,0.0,0.0,0.0
ERKAUC30,0.1,5,mfmr_base,0.6561052282789542,0.7750636363033141,0.5061332621236387,13084,1454,0.6561052282789542,0.7750636363033141,0.5061332621236387,0.0,0.0,0.0
ERKAUC30,0.1,6,original_mclrp,0.6548728295729653,0.916834661144361,0.6504350126857161,13084,1454,0.6548728295729653,0.916834661144361,0.6504350126857161,0.0,0.0,0.0
ERKAUC30,0.1,6,mfmr_base,0.7015792791812042,0.6904485549699321,0.4839487370727148,13084,1454,0.7015792791812042,0.6904485549699321,0.4839487370727148,0.0,0.0,0.0
ERKAUC30,0.1,7,original_mclrp,0.6195655702743585,0.9559591338090684,0.6582133162300546,13084,1454,0.6195655702743585,0.9559591338090684,0.6582133162300546,0.0,0.0,0.0
ERKAUC30,0.1,7,mfmr_base,0.6640894734028552,0.7488699417557415,0.4770700266988524,13084,1454,0.6640894734028552,0.7488699417557415,0.4770700266988524,0.0,0.0,0.0
ERKAUC30,0.1,8,original_mclrp,0.6627124283357643,0.901538096131388,0.6528504966922015,13084,1454,0.6627124283357643,0.901538096131388,0.6528504966922015,0.0,0.0,0.0
ERKAUC30,0.1,8,mfmr_base,0.6916314903728715,0.6938523910354507,0.492383235253482,13084,1454,0.6916314903728715,0.6938523910354507,0.492383235253482,0.0,0.0,0.0
ERKAUC30,0.1,9,original_mclrp,0.6313347571909708,0.9349186751938344,0.6722616232968058,13084,1454,0.6313347571909708,0.9349186751938344,0.6722616232968058,0.0,0.0,0.0
ERKAUC30,0.1,9,mfmr_base,0.6736719963209972,0.7332301033295844,0.505705523326299,13084,1454,0.6736719963209972,0.7332301033295844,0.505705523326299,0.0,0.0,0.0
ERKAUC30,0.15,0,original_mclrp,0.6213167980819717,0.9068552583052768,0.6616922467313888,12357,2181,0.6510883268394686,0.8752011165736167,0.6471517196911213,-0.02977152875749689,0.031654141731660146,0.014540527040267537
ERKAUC30,0.15,0,mfmr_base,0.6721539230798824,0.7129620785571126,0.5015509581636731,12357,2181,0.6767840371981341,0.6963744352685036,0.4830539193250331,-0.004630114118251649,0.016587643288608955,0.018497038838640012
ERKAUC30,0.15,1,original_mclrp,0.6318166674136476,0.9643002652952892,0.674095666025746,12357,2181,0.629387732032831,0.9540626585624596,0.6533813954276756,0.002428935380816566,0.010237606732829585,0.020714270598070406
ERKAUC30,0.15,1,mfmr_base,0.676687191552865,0.7437730613243834,0.5156743529401683,12357,2181,0.6690783322347356,0.746101112250653,0.5140315412293589,0.007608859318129491,-0.0023280509262696425,0.0016428117108093776
ERKAUC30,0.15,2,original_mclrp,0.6362759468540596,0.9057716246523652,0.6433366121239511,12357,2181,0.6641197059893822,0.9157811820529314,0.6446749619088985,-0.027843759135322554,-0.010009557400566194,-0.0013383497849474013
ERKAUC30,0.15,2,mfmr_base,0.6518659183175637,0.735369068532032,0.5055241928122965,12357,2181,0.6909857143155615,0.7088639700940563,0.4864667753300353,-0.039119795997997864,0.02650509843797566,0.019057417482261252
ERKAUC30,0.15,3,original_mclrp,0.5979069906448851,0.9355386959129136,0.6642062709555707,12357,2181,0.6517715851395696,0.9330329004245574,0.6578359968430819,-0.0538645944946845,0.002505795488356166,0.006370274112488805
ERKAUC30,0.15,3,mfmr_base,0.6333885186582554,0.7669227021941858,0.5198019963323463,12357,2181,0.6923539580781966,0.7135124142906222,0.4978423733570458,-0.058965439419941146,0.053410287903563614,0.021959622975300463
ERKAUC30,0.15,4,original_mclrp,0.5930281390477139,0.9056311706275058,0.6512956628605362,12357,2181,0.6105829073612289,0.9145406784005914,0.6529694756475378,-0.01755476831351499,-0.008909507773085634,-0.0016738127870016273
ERKAUC30,0.15,4,mfmr_base,0.6352723292866864,0.745139468167963,0.5166610751379728,12357,2181,0.6488802553136507,0.7362853362379962,0.5016618933913136,-0.013607926026964257,0.008854131929966758,0.014999181746659151
ERKAUC30,0.15,5,original_mclrp,0.6159476597034608,0.9692345955528496,0.6689185443081372,12357,2181,0.6420634816328965,0.9742124498376514,0.6705869960116072,-0.026115821929435734,-0.004977854284801797,-0.0016684517034699642
ERKAUC30,0.15,5,mfmr_base,0.6220573686743159,0.8009771549007512,0.533101571548662,12357,2181,0.6561052282789542,0.7750636363033141,0.5061332621236387,-0.0340478596046383,0.02591351859743707,0.026968309425023262
ERKAUC30,0.15,6,original_mclrp,0.6292604437685019,0.907925959133298,0.6475050013312806,12357,2181,0.6548728295729653,0.916834661144361,0.6504350126857161,-0.025612385804463456,-0.008908702011062974,-0.002930011354435491
ERKAUC30,0.15,6,mfmr_base,0.6626831084120611,0.7195746210207716,0.507970787954898,12357,2181,0.7015792791812042,0.6904485549699321,0.4839487370727148,-0.03889617076914309,0.02912606605083956,0.024022050882183232
ERKAUC30,0.15,7,original_mclrp,0.6196093192765719,0.9713915054245086,0.6846276613704521,12357,2181,0.6195655702743585,0.9559591338090684,0.6582133162300546,4.374900221337796e-05,0.015432371615440199,0.02641434514039742
