dataset,mask_ratio,seed,method,pcc,rmse,mae,n_train,n_test
ERKIC50,0.25,1,mfmr_base,0.5987166603236695,0.8046362060620965,0.6159450542487053,11582,3861
ERKIC50,0.25,2,original_mclrp,0.5738665349641768,0.9668966749109662,0.7519340089186994,11582,3861
ERKIC50,0.25,2,mfmr_base,0.6112498793528176,0.7996329157094755,0.6108810790333413,11582,3861
ERKIC50,0.25,3,original_mclrp,0.5702873967901987,0.9614295147270988,0.7530188492401454,11582,3861
ERKIC50,0.25,3,mfmr_base,0.6126335579729238,0.7952337360910058,0.6103694313430107,11582,3861
ERKIC50,0.25,4,original_mclrp,0.5631677087333417,0.9513455201242812,0.7482344147126725,11582,3861
ERKIC50,0.25,4,mfmr_base,0.6148564452842945,0.7889494885497879,0.5969511381603445,11582,3861
ERKIC50,0.25,5,original_mclrp,0.574712608080672,0.9609651519556284,0.7589360162804083,11582,3861
ERKIC50,0.25,5,mfmr_base,0.6178798605050737,0.7938836402808457,0.6047401384551081,11582,3861
ERKIC50,0.25,6,original_mclrp,0.560911719533183,0.9878836024276464,0.7580224672524454,11582,3861
ERKIC50,0.25,6,mfmr_base,0.602691587722128,0.8240211962358498,0.6107091683834033,11582,3861
ERKIC50,0.25,7,original_mclrp,0.5614892241897184,0.9718039338010278,0.7516318720591877,11582,3861
ERKIC50,0.25,7,mfmr_base,0.6029725309064193,0.8104534469771372,0.608654383005141,11582,3861
ERKIC50,0.25,8,original_mclrp,0.5696308063981073,0.9557999836985198,0.7501325200744253,11582,3861
ERKIC50,0.25,8,mfmr_base,0.6057442841052788,0.8009801248492177,0.6084254946370556,11582,3861
ERKIC50,0.25,9,original_mclrp,0.5572356275410467,0.9786148349146576,0.7555484532695733,11582,3861
ERKIC50,0.25,9,mfmr_base,0.5744053874523971,0.8429638195002963,0.6238856406496194,11582,3861
ERKIC50,0.3,0,original_mclrp,0.5348940575209675,0.9612877773928478,0.7467072789360605,10810,4633
ERKIC50,0.3,0,mfmr_base,0.578994390690402,0.8209984517178549,0.616958489929074,10810,4633
ERKIC50,0.3,1,original_mclrp,0.5318622049264216,0.9581109445724127,0.749387443563927,10810,4633
ERKIC50,0.3,1,mfmr_base,0.5821899363791272,0.8146770263146126,0.6203724897629381,10810,4633
ERKIC50,0.3,2,original_mclrp,0.5510525555261656,0.9672316469491872,0.7535991281376928,10810,4633
ERKIC50,0.3,2,mfmr_base,0.5858419506758406,0.8186365381525085,0.6231971970004749,10810,4633
ERKIC50,0.3,3,original_mclrp,0.5350143805314715,0.964226409888886,0.7536329229049337,10810,4633
ERKIC50,0.3,3,mfmr_base,0.5853437550415437,0.8186757788926526,0.6279404981381261,10810,4633
ERKIC50,0.3,4,original_mclrp,0.5456880302921449,0.9639778504609564,0.7488993588604951,10810,4633
ERKIC50,0.3,4,mfmr_base,0.607050209183516,0.7993209326556566,0.6051575296297228,10810,4633
ERKIC50,0.3,5,original_mclrp,0.5471864460116801,0.9544655882426942,0.7533892223101457,10810,4633
ERKIC50,0.3,5,mfmr_base,0.5984356180601976,0.8034317574291023,0.6144103941571788,10810,4633
ERKIC50,0.3,6,original_mclrp,0.5373827659607623,0.984174293247041,0.7600629907648511,10810,4633
ERKIC50,0.3,6,mfmr_base,0.5929525523296608,0.8262605747140933,0.6156822610973551,10810,4633
ERKIC50,0.3,7,original_mclrp,0.5593815057214343,0.9758480883890824,0.755846570355984,10810,4633
ERKIC50,0.3,7,mfmr_base,0.58832907788358,0.8248551760402691,0.6200165136018981,10810,4633
ERKIC50,0.3,8,original_mclrp,0.5552254346462535,0.9591130350754474,0.7505886521405423,10810,4633
ERKIC50,0.3,8,mfmr_base,0.5987450330761891,0.8061594681390017,0.6156546842788193,10810,4633
ERKIC50,0.3,9,original_mclrp,0.537807144129379,0.9870777393455448,0.7610906790814322,10810,4633
ERKIC50,0.3,9,mfmr_base,0.572960230416953,0.8440066104016121,0.6274108147265675,10810,4633
PI3KAUC,0.1,0,original_mclrp,0.5762871434778543,0.9137787301124368,0.6710017561575626,11998,1333
PI3KAUC,0.1,0,mfmr_base,0.6211405447301714,0.7532394168976155,0.5563695244696334,11998,1333
PI3KAUC,0.1,1,original_mclrp,0.6057525042877784,0.9214013335229804,0.6894249044123136,11998,1333
PI3KAUC,0.1,1,mfmr_base,0.6159642009581059,0.7671074273738154,0.5593455976431746,11998,1333
PI3KAUC,0.1,2,original_mclrp,0.5724535566936518,0.91162900976023,0.6908047477093069,11998,1333
PI3KAUC,0.1,2,mfmr_base,0.6109522001714722,0.757729061528432,0.5608477669971348,11998,1333
PI3KAUC,0.1,3,original_mclrp,0.5610747198778889,0.943091889821716,0.6878113857678089,11998,1333
PI3KAUC,0.1,3,mfmr_base,0.6156490078506391,0.776790010422474,0.5529118036877138,11998,1333
PI3KAUC,0.1,4,original_mclrp,0.5781917882498846,0.956510605888571,0.6888372838757939,11998,1333
PI3KAUC,0.1,4,mfmr_base,0.621471518085248,0.780679097418962,0.549276452175665,11998,1333
PI3KAUC,0.1,5,original_mclrp,0.6090534749186879,0.9777865271325938,0.7052756729901098,11998,1333
PI3KAUC,0.1,5,mfmr_base,0.6343416867777545,0.7874497070652142,0.5479508879851615,11998,1333
PI3KAUC,0.1,6,original_mclrp,0.5600801344566165,0.9437665430918296,0.7065569229696654,11998,1333
PI3KAUC,0.1,6,mfmr_base,0.5545096029762888,0.8348266806590193,0.5900560394385908,11998,1333
PI3KAUC,0.1,7,original_mclrp,0.5529301161046887,0.908500773953242,0.6690634147229556,11998,1333
PI3KAUC,0.1,7,mfmr_base,0.6140268160868141,0.7532373234477648,0.5449176645711615,11998,1333
PI3KAUC,0.1,8,original_mclrp,0.5499860196757498,0.9296601528531482,0.6620066739857203,11998,1333
PI3KAUC,0.1,8,mfmr_base,0.582643919853129,0.7979615518019351,0.5586014747806871,11998,1333
PI3KAUC,0.1,9,original_mclrp,0.5861052181126192,0.9817570881609884,0.7031748917198457,11998,1333
PI3KAUC,0.1,9,mfmr_base,0.6132420056873912,0.80634925000162,0.5586852971339509,11998,1333
PI3KAUC,0.15,0,original_mclrp,0.5653910743940955,0.9294539419651224,0.6833724950032792,11331,2000
PI3KAUC,0.15,0,mfmr_base,0.6011423800505342,0.7813613878132725,0.5710032834507583,11331,2000
PI3KAUC,0.15,1,original_mclrp,0.5922994586846055,0.9274400790206704,0.6891556788372217,11331,2000
PI3KAUC,0.15,1,mfmr_base,0.6131820853708096,0.7695211520121444,0.5637622516852571,11331,2000
PI3KAUC,0.15,2,original_mclrp,0.5482582522914544,0.9634028581868048,0.706379673792595,11331,2000
PI3KAUC,0.15,2,mfmr_base,0.5985143593599747,0.8055421201667529,0.5687391893439926,11331,2000
PI3KAUC,0.15,3,original_mclrp,0.5467681646002867,0.9624047964631788,0.7032873258195287,11331,2000
PI3KAUC,0.15,3,mfmr_base,0.5801282576746304,0.823224679000909,0.5834470239643852,11331,2000
PI3KAUC,0.15,4,original_mclrp,0.554157845613407,0.9837828812529807,0.6998323208475067,11331,2000
PI3KAUC,0.15,4,mfmr_base,0.6054100664372247,0.8138974320026587,0.5677827950138017,11331,2000
PI3KAUC,0.15,5,original_mclrp,0.5838110890844926,0.994294087295186,0.7190095629258249,11331,2000
PI3KAUC,0.15,5,mfmr_base,0.6230756465859277,0.8069606585322042,0.5591002137730647,11331,2000
PI3KAUC,0.15,6,original_mclrp,0.5308244790268056,0.9756562751672314,0.7050130395126043,11331,2000
PI3KAUC,0.15,6,mfmr_base,0.5581793139550377,0.8479181436016134,0.5942159474471482,11331,2000
PI3KAUC,0.15,7,original_mclrp,0.5431181527810476,0.9397183314366412,0.6808862049496601,11331,2000
PI3KAUC,0.15,7,mfmr_base,0.6019358054425644,0.786008540264574,0.5633946224921783,11331,2000
PI3KAUC,0.15,8,original_mclrp,0.5613595553773021,0.9143246476417368,0.660599164138127,11331,2000
PI3KAUC,0.15,8,mfmr_base,0.5871715639358517,0.7857436975234086,0.5538801208280493,11331,2000
PI3KAUC,0.15,9,original_mclrp,0.5609057940556232,0.9952861344713206,0.7100076114847925,11331,2000
PI3KAUC,0.15,9,mfmr_base,0.5868576230249243,0.8377474665663156,0.5853335939489188,11331,2000
PI3KAUC,0.2,0,original_mclrp,0.5423996397271142,0.9399620055614673,0.689064676351119,10665,2666
PI3KAUC,0.2,0,mfmr_base,0.5760089337750461,0.8118076274875627,0.5841188010045832,10665,2666
PI3KAUC,0.2,1,original_mclrp,0.5600628742020157,0.928172525970774,0.6875690634403169,10665,2666
PI3KAUC,0.2,1,mfmr_base,0.6017428041972299,0.777196667878782,0.5720421044816283,10665,2666
PI3KAUC,0.2,2,original_mclrp,0.5348644499912141,0.981681088863608,0.7134586600313686,10665,2666
PI3KAUC,0.2,2,mfmr_base,0.5959254003921252,0.8182435957236504,0.5774953738764097,10665,2666
PI3KAUC,0.2,3,original_mclrp,0.5417190812221543,0.9677979022222238,0.7072983367992558,10665,2666
PI3KAUC,0.2,3,mfmr_base,0.5819211488384031,0.8242642926623694,0.5868859594313356,10665,2666
PI3KAUC,0.2,4,original_mclrp,0.5385749419023481,0.9784573842670404,0.7052876989778573,10665,2666
PI3KAUC,0.2,4,mfmr_base,0.5944247768317934,0.8211481357074644,0.5844339681163263,10665,2666
PI3KAUC,0.2,5,original_mclrp,0.5505032633250175,0.9992727274612262,0.717083187544689,10665,2666
PI3KAUC,0.2,5,mfmr_base,0.5915101094818886,0.8348361838808264,0.5753543705540305,10665,2666
PI3KAUC,0.2,6,original_mclrp,0.5330436830933202,0.980544256860188,0.7035292362278943,10665,2666
PI3KAUC,0.2,6,mfmr_base,0.5551543905895799,0.8564538614508607,0.601474434285227,10665,2666
PI3KAUC,0.2,7,original_mclrp,0.5311970579247818,0.9506600914370008,0.6895661358112282,10665,2666
PI3KAUC,0.2,7,mfmr_base,0.5648758254521221,0.825173657203332,0.5858620833755168,10665,2666
PI3KAUC,0.2,8,original_mclrp,0.5459202946711079,0.9208872049041776,0.6742125968982294,10665,2666
PI3KAUC,0.2,8,mfmr_base,0.5679769358345571,0.8084784504088084,0.5734059915471004,10665,2666
PI3KAUC,0.2,9,original_mclrp,0.5345076583098315,0.9933246830890824,0.7131575257885412,10665,2666
PI3KAUC,0.2,9,mfmr_base,0.5796346870896517,0.8390817915050752,0.5881641007474618,10665,2666
PI3KAUC,0.25,0,original_mclrp,0.5278566829271673,0.9344994522843671,0.6900731179590817,9998,3333
PI3KAUC,0.25,0,mfmr_base,0.5620259410663253,0.8165046578764192,0.5930207175503364,9998,3333
PI3KAUC,0.25,1,original_mclrp,0.5453057717550891,0.9445129923716764,0.6916887692159208,9998,3333
PI3KAUC,0.25,1,mfmr_base,0.580292761217983,0.8095682591129267,0.5969651849946392,9998,3333
PI3KAUC,0.25,2,original_mclrp,0.521562704514629,0.9843874978721536,0.7193778471359445,9998,3333
PI3KAUC,0.25,2,mfmr_base,0.5853195267434217,0.8283672427341551,0.5895810961262595,9998,3333
PI3KAUC,0.25,3,original_mclrp,0.5245006549358701,0.9671601588013132,0.7110455557939742,9998,3333
PI3KAUC,0.25,3,mfmr_base,0.5760948532278742,0.8266052601347194,0.594037363569002,9998,3333
PI3KAUC,0.25,4,original_mclrp,0.537541752280055,0.9861653343073876,0.7103964562718127,9998,3333
PI3KAUC,0.25,4,mfmr_base,0.5923538232671798,0.824903074296028,0.5804115655940261,9998,3333
PI3KAUC,0.25,5,original_mclrp,0.5200098774832179,1.0176857040438116,0.7226993479473803,9998,3333
PI3KAUC,0.25,5,mfmr_base,0.5762439437710052,0.8580138574175643,0.5861608801387305,9998,3333
PI3KAUC,0.25,6,original_mclrp,0.5147236229249601,0.9899087605613154,0.7103959616286807,9998,3333
PI3KAUC,0.25,6,mfmr_base,0.5525000152563967,0.8604917849676719,0.6053904544703359,9998,3333
PI3KAUC,0.25,7,original_mclrp,0.499753025236914,0.9652638311273872,0.6990583029521855,9998,3333
PI3KAUC,0.25,7,mfmr_base,0.536014100154314,0.859424947519399,0.6052130603800551,9998,3333
PI3KAUC,0.25,8,original_mclrp,0.5298198318996703,0.9209924386146614,0.6778238839350088,9998,3333
PI3KAUC,0.25,8,mfmr_base,0.5567825511092185,0.8161948166005605,0.5849513109436769,9998,3333
PI3KAUC,0.25,9,original_mclrp,0.5058797321979349,0.9780751546164828,0.7126538856511524,9998,3333
PI3KAUC,0.25,9,mfmr_base,0.5641487900367737,0.8382633580145058,0.5981001551392138,9998,3333
PI3KAUC,0.3,0,original_mclrp,0.51103599608559,0.9368262990789386,0.6908253103510367,9332,3999
PI3KAUC,0.3,0,mfmr_base,0.5511441953645374,0.8247819865770687,0.6000837265857436,9332,3999
PI3KAUC,0.3,1,original_mclrp,0.5156327143355879,0.9495557576632876,0.6898050012102116,9332,3999
PI3KAUC,0.3,1,mfmr_base,0.5592890521084934,0.8262543043442606,0.5974729261397306,9332,3999
PI3KAUC,0.3,2,original_mclrp,0.5031586691683279,0.9849165741670194,0.7191805155010244,9332,3999
PI3KAUC,0.3,2,mfmr_base,0.5775594980766903,0.829001083927762,0.5912496511368552,9332,3999
PI3KAUC,0.3,3,original_mclrp,0.5097891640744988,0.9726080377495052,0.7115823414751202,9332,3999
PI3KAUC,0.3,3,mfmr_base,0.5700222837041684,0.8338465197542966,0.5974681123576798,9332,3999
PI3KAUC,0.3,4,original_mclrp,0.5189451730779896,0.9946228254844648,0.7169073976200504,9332,3999
PI3KAUC,0.3,4,mfmr_base,0.5791228198322015,0.8374937476786938,0.5906084240582865,9332,3999
PI3KAUC,0.3,5,original_mclrp,0.4929166793053238,1.0084202717402893,0.7246180195028545,9332,3999
PI3KAUC,0.3,5,mfmr_base,0.564523017422591,0.8575323919868835,0.5948698149138452,9332,3999
PI3KAUC,0.3,6,original_mclrp,0.4947486063234669,0.9969754100083849,0.7163417674377264,9332,3999
PI3KAUC,0.3,6,mfmr_base,0.5522494076208604,0.8612087985788375,0.603316773014087,9332,3999
PI3KAUC,0.3,7,original_mclrp,0.4799010147874996,0.9848890277992516,0.7068007936145014,9332,3999
PI3KAUC,0.3,7,mfmr_base,0.5315299489344908,0.8713668341922863,0.6024136729965046,9332,3999
PI3KAUC,0.3,8,original_mclrp,0.5068506482968644,0.951994602757752,0.6907707421277476,9332,3999
PI3KAUC,0.3,8,mfmr_base,0.5514696364669585,0.8346478125669713,0.5949293022398991,9332,3999
PI3KAUC,0.3,9,original_mclrp,0.4965857227728121,0.979257400388218,0.713037525194779,9332,3999
PI3KAUC,0.3,9,mfmr_base,0.5526916874065471,0.8462142149173864,0.6012796946817089,9332,3999
PI3KIC50,0.1,0,original_mclrp,0.5523942447529747,0.9514629167413828,0.6881767224938562,12534,1393
PI3KIC50,0.1,0,mfmr_base,0.5890525563688133,0.8027681379402413,0.5628068350487484,12534,1393
PI3KIC50,0.1,1,original_mclrp,0.5575398168471041,0.963585232700676,0.7005771154968918,12534,1393
PI3KIC50,0.1,1,mfmr_base,0.5945257836154647,0.8096710488452978,0.5646825246706776,12534,1393
PI3KIC50,0.1,2,original_mclrp,0.5648846432043206,1.000595378805039,0.7059440131276911,12534,1393
PI3KIC50,0.1,2,mfmr_base,0.6086464981532188,0.8252659591500701,0.5662854616026042,12534,1393
PI3KIC50,0.1,3,original_mclrp,0.5530460500865781,1.0377874231651687,0.7211329726564346,12534,1393
PI3KIC50,0.1,3,mfmr_base,0.6432623639248068,0.8213138415147715,0.5518408384039056,12534,1393
PI3KIC50,0.1,4,original_mclrp,0.5467237172410002,0.9979201607688094,0.7159930128874977,12534,1393
PI3KIC50,0.1,4,mfmr_base,0.5958584218353769,0.8347875244571221,0.575540590404609,12534,1393
PI3KIC50,0.1,5,original_mclrp,0.5519136902916177,0.9293120597686924,0.6864058707984652,12534,1393
PI3KIC50,0.1,5,mfmr_base,0.5880336760423622,0.7898482531195414,0.5788472894320434,12534,1393
PI3KIC50,0.1,6,original_mclrp,0.5566624033447496,0.9321640821412392,0.6970966249896359,12534,1393
PI3KIC50,0.1,6,mfmr_base,0.6017314896250371,0.7774487696758188,0.5576992148914299,12534,1393
PI3KIC50,0.1,7,original_mclrp,0.5543078197246396,0.929836601683206,0.6767875202326352,12534,1393
PI3KIC50,0.1,7,mfmr_base,0.5887274038619509,0.785497888072826,0.552099077884868,12534,1393
PI3KIC50,0.1,8,original_mclrp,0.5723835983130214,0.995315773516058,0.7141366083818023,12534,1393
PI3KIC50,0.1,8,mfmr_base,0.6245797421440716,0.8080666093243962,0.5741424562452309,12534,1393
PI3KIC50,0.1,9,original_mclrp,0.6004019800891355,0.954830512534359,0.6923553308418463,12534,1393
PI3KIC50,0.1,9,mfmr_base,0.6390021096845111,0.7646060640242155,0.5557754608552858,12534,1393
PI3KIC50,0.15,0,original_mclrp,0.5416109853925818,0.9545071964217644,0.6952104436401281,11838,2089
PI3KIC50,0.15,0,mfmr_base,0.5924533376511175,0.8028228861235175,0.5742967892666657,11838,2089
PI3KIC50,0.15,1,original_mclrp,0.5113075610844422,1.0064011022930113,0.715416078007256,11838,2089
PI3KIC50,0.15,1,mfmr_base,0.5554235790919556,0.869411364112313,0.5882250846785686,11838,2089
PI3KIC50,0.15,2,original_mclrp,0.5380084364304292,0.9720533003956556,0.6970700875906336,11838,2089
PI3KIC50,0.15,2,mfmr_base,0.5742008651411245,0.8296202590954613,0.5766646531720745,11838,2089
PI3KIC50,0.15,3,original_mclrp,0.5457841825083909,1.019318442282943,0.7206688802522688,11838,2089
PI3KIC50,0.15,3,mfmr_base,0.6330939086881089,0.8139209732218582,0.5551355757931846,11838,2089
PI3KIC50,0.15,4,original_mclrp,0.5307548312981607,0.9707731039008906,0.7061179645797453,11838,2089
PI3KIC50,0.15,4,mfmr_base,0.5658740079955736,0.841247076008874,0.5932529575618647,11838,2089
PI3KIC50,0.15,5,original_mclrp,0.5289627628401191,0.9239589985661854,0.6843220559639335,11838,2089
PI3KIC50,0.15,5,mfmr_base,0.5727718616456748,0.7977022522689231,0.5840856196480454,11838,2089
PI3KIC50,0.15,6,original_mclrp,0.536614592361079,0.9168826269738806,0.6861273733722465,11838,2089
PI3KIC50,0.15,6,mfmr_base,0.5960128083717082,0.772110271023195,0.5647550708177774,11838,2089
PI3KIC50,0.15,7,original_mclrp,0.5497820594975998,0.9088870789859784,0.6666595543181534,11838,2089
PI3KIC50,0.15,7,mfmr_base,0.5858284992209257,0.7738759539879472,0.553981464193626,11838,2089
PI3KIC50,0.15,8,original_mclrp,0.5568360217536718,0.9829694227172668,0.7122643287463234,11838,2089
PI3KIC50,0.15,8,mfmr_base,0.6038307741338386,0.8147102273737286,0.5794818555697033,11838,2089
PI3KIC50,0.15,9,original_mclrp,0.5771127627278425,0.9560391363392808,0.6990196059931604,11838,2089
PI3KIC50,0.15,9,mfmr_base,0.6268156622710219,0.7773470088758168,0.5649632798132197,11838,2089
PI3KIC50,0.2,0,original_mclrp,0.5211508006503168,0.9809171628127896,0.7053029639996996,11142,2785
PI3KIC50,0.2,0,mfmr_base,0.5711606223225477,0.8398562907383016,0.5936012976779268,11142,2785
PI3KIC50,0.2,1,original_mclrp,0.4973560404520497,1.0030643142164597,0.7172550383095293,11142,2785
PI3KIC50,0.2,1,mfmr_base,0.5404671222180802,0.8767778683178455,0.6000233832923353,11142,2785
PI3KIC50,0.2,2,original_mclrp,0.5279167869359597,0.9581707754885608,0.694161282537524,11142,2785
PI3KIC50,0.2,2,mfmr_base,0.5739696843938179,0.8179187130573845,0.5799911486569845,11142,2785
PI3KIC50,0.2,3,original_mclrp,0.5300254523164171,0.996651915646172,0.7089079962292408,11142,2785
PI3KIC50,0.2,3,mfmr_base,0.6118485013434992,0.8140063292216763,0.564754408291115,11142,2785
PI3KIC50,0.2,4,original_mclrp,0.5373377233338481,0.9653491354890364,0.7078547701178006,11142,2785
PI3KIC50,0.2,4,mfmr_base,0.5828673031379218,0.8217882374999654,0.5825655057790139,11142,2785
PI3KIC50,0.2,5,original_mclrp,0.5156228529713445,0.9007261305813348,0.6730321385315065,11142,2785
PI3KIC50,0.2,5,mfmr_base,0.5473125790873902,0.8036201221743324,0.5917076195267835,11142,2785
PI3KIC50,0.2,6,original_mclrp,0.5522564345773008,0.9640141195410538,0.7066206191630638,11142,2785
PI3KIC50,0.2,6,mfmr_base,0.6104865314200498,0.794461082760276,0.5733549388419608,11142,2785
PI3KIC50,0.2,7,original_mclrp,0.533340708340372,0.9348810364385868,0.6837142806766187,11142,2785
PI3KIC50,0.2,7,mfmr_base,0.5748648240179236,0.8030044100155856,0.575937087587967,11142,2785
PI3KIC50,0.2,8,original_mclrp,0.5362194510124819,0.9641341251921016,0.7083911879117416,11142,2785
PI3KIC50,0.2,8,mfmr_base,0.5939238201311825,0.8089403632670378,0.5828905675545187,11142,2785
PI3KIC50,0.2,9,original_mclrp,0.5532257996153435,0.9514831259497374,0.6924475188438,11142,2785
PI3KIC50,0.2,9,mfmr_base,0.5930075828809521,0.8025932298823988,0.5811414720483652,11142,2785
PI3KIC50,0.25,0,original_mclrp,0.5057157276243984,0.977246570366486,0.7069454512319033,10445,3482
PI3KIC50,0.25,0,mfmr_base,0.554832645984985,0.8492541635800338,0.6045230521281555,10445,3482
PI3KIC50,0.25,1,original_mclrp,0.504719353348201,1.01561275662773,0.7242882731495445,10445,3482
PI3KIC50,0.25,1,mfmr_base,0.5595734097500267,0.8707073394488402,0.6026119058919807,10445,3482
PI3KIC50,0.25,2,original_mclrp,0.5093995043682594,0.9789631436910552,0.6998448603289678,10445,3482
PI3KIC50,0.25,2,mfmr_base,0.5679344998439861,0.8372758716073707,0.5852757658360174,10445,3482
PI3KIC50,0.25,3,original_mclrp,0.5055372931959474,0.9900499832395918,0.7081621360727838,10445,3482
PI3KIC50,0.25,3,mfmr_base,0.5749015731472228,0.8383566538893732,0.5865959137877171,10445,3482
PI3KIC50,0.25,4,original_mclrp,0.5147322808898923,0.9697830085483342,0.7106559109788767,10445,3482
PI3KIC50,0.25,4,mfmr_base,0.5811069007808902,0.8249689711793504,0.5873684348667203,10445,3482
PI3KIC50,0.25,5,original_mclrp,0.5087612752629282,0.914130048666878,0.6800864349473356,10445,3482
PI3KIC50,0.25,5,mfmr_base,0.5451294994898216,0.8145258844408122,0.5994265320965739,10445,3482
PI3KIC50,0.25,6,original_mclrp,0.5328679931485649,0.9781783392227792,0.7123116186820913,10445,3482
PI3KIC50,0.25,6,mfmr_base,0.5874506383838304,0.8256900673677279,0.5883335522309635,10445,3482
PI3KIC50,0.25,7,original_mclrp,0.509063727332167,0.963435159038257,0.6978830627149092,10445,3482
PI3KIC50,0.25,7,mfmr_base,0.533408804230496,0.8602743989635274,0.6085834963274461,10445,3482
PI3KIC50,0.25,8,original_mclrp,0.5190097801479066,0.9613206652469096,0.7069364108474221,10445,3482
PI3KIC50,0.25,8,mfmr_base,0.5799249735808544,0.8212496898349041,0.5930386615283623,10445,3482
PI3KIC50,0.25,9,original_mclrp,0.529409757275865,0.9554229105728224,0.6958795953709088,10445,3482
PI3KIC50,0.25,9,mfmr_base,0.5855918995686668,0.8089555484512003,0.5863193500349054,10445,3482
PI3KIC50,0.3,0,original_mclrp,0.4906021304233009,0.9999636760504376,0.722224847942531,9749,4178
PI3KIC50,0.3,0,mfmr_base,0.5419652202409859,0.8749427203118089,0.6148724540202771,9749,4178
PI3KIC50,0.3,1,original_mclrp,0.492277010124479,1.0097314890865834,0.7198011581069487,9749,4178
PI3KIC50,0.3,1,mfmr_base,0.5641090311061825,0.8586191854814192,0.5988668818090171,9749,4178
PI3KIC50,0.3,2,original_mclrp,0.5019380924323504,0.9613333986086324,0.6944102732485395,9749,4178
PI3KIC50,0.3,2,mfmr_base,0.5607787556968641,0.8269757383369853,0.5858187494493943,9749,4178
PI3KIC50,0.3,3,original_mclrp,0.4915042566341958,0.9716733287558352,0.7011320429134199,9749,4178
PI3KIC50,0.3,3,mfmr_base,0.5657040067111514,0.8292853869884057,0.5819568796318562,9749,4178
PI3KIC50,0.3,4,original_mclrp,0.5000620714062277,0.96213292520124,0.7105126203605915,9749,4178
PI3KIC50,0.3,4,mfmr_base,0.5682564447831857,0.8286216634423518,0.5987576102543148,9749,4178
PI3KIC50,0.3,5,original_mclrp,0.4926071352582009,0.951350543401453,0.6947827202354551,9749,4178
PI3KIC50,0.3,5,mfmr_base,0.5317566985498533,0.8466665931416125,0.6093075011575572,9749,4178
PI3KIC50,0.3,6,original_mclrp,0.5116381791323291,0.9710278612327312,0.7116894633973028,9749,4178
PI3KIC50,0.3,6,mfmr_base,0.5315414989184615,0.8714052513786671,0.6170582250892319,9749,4178
PI3KIC50,0.3,7,original_mclrp,0.5017610961748721,0.9670792026090969,0.7027755454815775,9749,4178
PI3KIC50,0.3,7,mfmr_base,0.5349018568069488,0.860000535026567,0.6129942040265413,9749,4178
PI3KIC50,0.3,8,original_mclrp,0.4926205131211116,0.9734056757816684,0.7154971923786122,9749,4178
PI3KIC50,0.3,8,mfmr_base,0.5574494695924664,0.84658003357448,0.6080882331470119,9749,4178
PI3KIC50,0.3,9,original_mclrp,0.5102538340011281,0.965928920457608,0.703123143581764,9749,4178
PI3KIC50,0.3,9,mfmr_base,0.5809519019227857,0.8160933264875987,0.5891980343254805,9749,4178
